word_id,long_sentence_id,order_index,sentence,translation,difficulty_band,sentence_difficulty,target_word,target_sense,source_note,reader_parse_version,reader_parse_target_ref
cet4-w-8c8d138547024805cf9e,cet4-w-8c8d138547024805cf9e:long:001,0,Small firms that export their products online can reach distant customers without opening offices in every market.,在网上出口产品的小企业无需在每个市场设立办事处，也能接触到远方顾客。,四级中高,cet4_upper,export,出口,cyword_original,1,1
cet4-w-d3fb2c3206cf3fc68ee3,cet4-w-d3fb2c3206cf3fc68ee3:long:001,0,"The report, which was based on interviews with local families, challenged several claims made by the developer.",这份以当地家庭访谈为依据的报告，对开发商提出的几项说法提出了质疑。,四级中高,cet4_upper,report,报告,cyword_original,1,0
cet4-w-f51c719af127ab336448,cet4-w-f51c719af127ab336448:long:001,0,"As cities expand beyond their old centres, affordable public transport becomes essential for workers who live far from their jobs.",随着城市扩展到旧中心区之外，价格可负担的公共交通对住得离工作地点很远的劳动者变得至关重要。,四级中高,cet4_upper,transport,公共交通,cyword_original,1,1
cet4-w-385010cccc39746e3da1,cet4-w-385010cccc39746e3da1:long:001,0,Research suggests that employees are more willing to share ideas when managers support reasonable experiments and accept occasional failure.,研究表明，当管理者支持合理尝试并接受偶尔的失败时，员工更愿意分享想法。,四级中高,cet4_upper,support,支持,cyword_original,1,2
cet4-w-88452520399cf5c4e49e,cet4-w-88452520399cf5c4e49e:long:001,0,"Before the school reopened, experts inspected every classroom to ensure that damaged wiring had been replaced safely.",学校重新开放前，专家检查了每间教室，以确保受损线路已被安全更换。,四级中高,cet4_upper,inspect,检查；检验,cyword_original,1,1
cet4-w-9cba42e078093d550bf2,cet4-w-9cba42e078093d550bf2:long:001,0,"A debate becomes useful only when participants respect evidence, listen carefully, and admit when their own arguments are weak.",只有当参与者尊重证据、认真倾听，并承认自己的论点何时站不住脚时，辩论才会变得有益。,四级中高,cet4_upper,respect,尊重；重视,cyword_original,1,2
cet4-w-7b27c3e81299f870cb00,cet4-w-7b27c3e81299f870cb00:long:001,0,"Although analysts expect prices to fall gradually, families may not feel the benefit until their monthly bills actually decrease.",尽管分析人士预计价格会逐步下降，家庭可能要等到月度账单真正减少时才会感受到好处。,四级中高,cet4_upper,expect,预料,cyword_original,1,0
cet4-w-f262db840d22de476630,cet4-w-f262db840d22de476630:long:001,0,"For graduates entering a changing labour market, the prospect of repeated retraining can seem both demanding and hopeful.",对进入不断变化的劳动力市场的毕业生而言，反复接受再培训的前景可能既令人压力很大，也给人希望。,四级中高,cet4_upper,prospect,前景；可能性,cyword_original,1,1
cet4-w-196eea6931afa61926c6,cet4-w-196eea6931afa61926c6:long:001,0,"Because the airport lies far outside the city, travelers who arrive late often spend more on taxis than on flights.",由于机场远在城外，深夜抵达的旅客花在出租车上的钱往往比花在机票上的还多。,四级中高,cet4_upper,airport,机场,cyword_original,1,0
cet4-w-50a30d1bad42f8113242,cet4-w-50a30d1bad42f8113242:long:001,0,"While the lecturer was drawing a timeline on the blackboard, students in the back row compared it with their notes.",讲师在黑板上画时间线时，后排学生把它同自己的笔记作了比较。,四级中等,cet4_standard,blackboard,黑板,cyword_original,1,0
cet4-w-aef3be74ca48b7eb3d7b,cet4-w-aef3be74ca48b7eb3d7b:long:001,0,A classroom in which students feel safe to ask questions creates better conditions for genuine learning.,一个让学生能够安心提问的课堂，会为真正的学习创造更好的条件。,四级中高,cet4_upper,classroom,课堂环境,cyword_original,1,0
cet4-w-ef0a124f24fcdea9f25a,cet4-w-ef0a124f24fcdea9f25a:long:001,0,"Although the newspaper now reaches most readers online, it still prints a weekend edition for people who prefer paper.",尽管这家报纸如今主要通过网络触达读者，它仍为偏爱纸质阅读的人印刷周末版。,四级中高,cet4_upper,newspaper,报纸；报社,cyword_original,1,0
cet4-w-da4d2d00a9e5fb8106e9,cet4-w-da4d2d00a9e5fb8106e9:long:001,0,"The scientist, who was already well-known for her climate research, used the award to support younger researchers.",这位早已因气候研究而闻名的科学家，用奖金支持了更年轻的研究人员。,四级中高,cet4_upper,well-known,著名的,cyword_original,1,1
cet4-w-ddf68ca6cd54aa5da878,cet4-w-ddf68ca6cd54aa5da878:long:001,0,"Because color can influence how people judge a product, designers test several versions before choosing the final package.",因为颜色会影响人们对产品的判断，设计师会先测试几个版本，再选定最终包装。,四级中高,cet4_upper,color,颜色；色彩,cyword_original,1,0
cet4-w-d84a36499767c2a3d0e3,cet4-w-d84a36499767c2a3d0e3:long:001,0,A child who is allowed to make small choices can gradually learn how decisions lead to consequences.,一个被允许作出小选择的孩子，可以逐渐学会决定如何带来后果。,四级中高,cet4_upper,child,孩子；儿童,cyword_original,1,0
cet4-w-eb44a3c9cc92e7b5e517,cet4-w-eb44a3c9cc92e7b5e517:long:001,0,Companies that manufacture medical devices must record where each component came from and how it was tested.,制造医疗器械的公司必须记录每个部件来自哪里，以及它是如何接受测试的。,四级中高,cet4_upper,manufacture,制造,cyword_original,1,1
cet4-w-7050d50383e85d57962a,cet4-w-7050d50383e85d57962a:long:001,0,"As climate patterns shift, agriculture must use less water while producing enough food for a growing population.",随着气候模式变化，农业必须在减少用水的同时，为不断增长的人口生产足够的食物。,四级中高,cet4_upper,agriculture,农业,cyword_original,1,1
cet4-w-593fc9aa437f4a7f8a46,cet4-w-593fc9aa437f4a7f8a46:long:001,0,"According to the survey, students who review material regularly feel less anxious before major examinations.",根据这项调查，经常复习材料的学生在重要考试前感到的焦虑较少。,四级中等,cet4_standard,according to,根据；据……所示,cyword_original,1,0
