word_id,book_id,book_code,book_name,day_id,day_number,order_in_day,word_order,spelling,pronunciation,definition_cn,audio_url,memory_markup,etymology_markup,root_affix_notes,root_affix_accumulation,vocabulary_id,is_completed,studied,reviewed,memorized_count,reviewed_count,sentence_zone_status,example_count,long_sentence_count,exam_example_count,frequency_count,collocation_count,root_markup_count,relation_group_count,analysis_seen_mark_count,access_allowed,access_reason,permission_type,permission_is_expired,protection_content_type,protection_exposure_weight,protection_trace_id,protection_marker_type,protection_marker_version,protection_hidden_prompt,detail_status
cet4-w-d3fb2c3206cf3fc68ee3,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,4636,report,/rɪˈpɔːt/,n. 报告；报道；传闻。v. 报告；报道；举报。,,记者带着采访本出门，回来把现场见闻讲给编辑听。消息被“带回来”了，[[morph:prefix:la:re-:back_again|re-]] 的回与 [[morph:root:la:port:carry|port]] 的运送，就这样接成 report，报道或报告。,[[morph:prefix:la:re-:back_again|re-]]（回）+ [[morph:root:la:port:carry|port]]（运送）→ 把信息带回并报告。,report on/about 指报告某主题；report that 后接报道内容；名词 report 也可指正式文件。,同根词 [[word:import|import]]、[[word:export|export]]、[[word:transport|transport]] 共同保留“运送”意象。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-f51c719af127ab336448,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,5726,transport,n. /ˈtrænspɔːt/; v. /trænˈspɔːt/,n. 交通运输；交通工具。v. 运输；运送。,,搬家车在这头装上桌椅，穿过半座城，再到新家卸下来。[[morph:prefix:la:trans-:across|trans-]] 的跨越加 [[morph:root:la:port:carry|port]] 的运送，记住 transport 把东西从一处送到另一处。,[[morph:prefix:la:trans-:across|trans-]]（跨越）+ [[morph:root:la:port:carry|port]]（运送）→ 运输。,public transport 指公共交通；transport goods by road 表示通过公路运输货物。,trans- 强调跨越边界或位置变化。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-385010cccc39746e3da1,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,5425,support,/səˈpɔːt/,v. 支持；支撑；供养。n. 支持；支撑物；帮助。,,书架眼看要倒，你从下面一把托住。[[morph:prefix:la:sub-:under_support|sup-]] 在下，[[morph:root:la:port:carry|port]] 承载，先记支撑。朋友遇到难处，你帮他撑一把，也是 support。,[[morph:prefix:la:sub-:under_support|sup-]]（在下，sub- 的同化形式）+ [[morph:root:la:port:carry|port]]（承载）→ 支撑，继而表示支持。,support an idea 表示赞同观点；support a family 表示供养家庭；support 作名词通常不可数。,sup- 是 sub- 在 p 前发生同化后的表面形式。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-88452520399cf5c4e49e,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,2942,inspect,/ɪnˈspekt/,v. 检查；视察；检验。,,买二手手机时，光看屏幕亮了可不够，还得翻过来查接口、开相机试一试。[[morph:prefix:la:in-:inward|in-]] 向里，[[morph:root:la:spect:look|spect]] 看，inspect 就是这样仔细检查。,[[morph:prefix:la:in-:inward|in-]]（向内）+ [[morph:root:la:spect:look|spect]]（看、观察）→ 仔细检查。,inspect 强调有目的、较仔细或正式的检查，常见宾语有 equipment、building、documents。,同根词 [[word:respect|respect]]、[[word:expect|expect]]、[[word:prospect|prospect]]。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-9cba42e078093d550bf2,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,4675,respect,/rɪˈspekt/,n. 尊重；方面；敬意。v. 尊重；遵守。,,对方还没说完，你把伸出去准备打断的手收回来，认真听他把话讲完。用“再看一眼、认真对待”的画面记 respect 的尊重，[[morph:root:la:spect:look|spect]] 在这组词里表示看。,[[morph:prefix:la:re-:back_again|re-]]（回、再次）+ [[morph:root:la:spect:look|spect]]（看）→ 回看、重视，继而表示尊重。,respect sb. for sth. 表示因某事尊重某人；with respect to 表示关于；respect rules 表示遵守规则。,词源联想帮助连接含义，但现代 respect 不能逐字翻成“再看”。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-7b27c3e81299f870cb00,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,2064,expect,/ɪkˈspekt/,v. 预料；期待；要求。,,说好六点见面，你五点五十九分就开始盯着门口。人还没来，心里已经觉得他快到了，这份等待中的预期就是 expect。,[[morph:prefix:la:ex-:outward|ex-]]（向外）+ [[morph:root:la:spect:look|pect]]（spect 的表面变体，看）→ 向外等候、预期。,expect to do、expect sb. to do、expect that 都很常见；expect 表示认为某事很可能发生，不一定带愉快情绪。,pect 不另立词根 ID，它与 [[word:inspect|inspect]] 中的 spect 同源。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-f262db840d22de476630,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,4371,prospect,n. /ˈprɒspekt/; v. /prəˈspekt/,n. 可能性；前景；景象。v. 勘探；寻找。,,山路还没走完，拐过弯却已经能望见远处的村子。[[morph:prefix:la:pro-:forward|pro-]] 向前，[[morph:root:la:spect:look|spect]] 看。用这幅“看见前面有什么”的画面，记前景、可能性。,[[morph:prefix:la:pro-:forward|pro-]]（向前）+ [[morph:root:la:spect:look|spect]]（看）→ 展望、前景；动词发展出勘探义。,the prospect of doing 表示做某事的可能性；job prospects 常用复数，表示就业前景。,名词和动词重音不同；四级语境中更常见名词义。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-196eea6931afa61926c6,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,174,airport,/ˈeəpɔːt/,n. 机场；航空站。,,船有港口，飞机也要有个停靠、上下客的地方。把 [[morph:base:en:air:air|air]] 空中与 [[morph:base:en:port:harbor|port]] 港口连起来，机场就好记了。这里的 port 是港口词基。,[[morph:base:en:air:air|air]]（空中）+ [[morph:base:en:port:harbor|port]]（港口）→ 飞机起降和旅客集散的机场。,这里的 port 是“港口、出入口”词基，不与 [[word:report|report]] 中表示“运送”的拉丁词根合并。,透明复合词先辨认两个完整词基，再理解整体用途。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-50a30d1bad42f8113242,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,595,blackboard,/ˈblækbɔːd/,n. 黑板。,,老师擦掉上一节课的板书，黑底上又响起粉笔声。[[morph:base:en:black:black|black]] 加 [[morph:base:en:board:flat_board|board]]，先用黑色的板子记 blackboard，后来绿色的粉笔板也照样这么叫。,[[morph:base:en:black:black|black]]（黑色的）+ [[morph:base:en:board:flat_board|board]]（板）→ 黑板。,这是透明复合词。现代教室里的板面未必是黑色，但固定词义仍是“黑板”。,复合词的历史名称可能保留，即使实物颜色后来发生变化。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-aef3be74ca48b7eb3d7b,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,957,classroom,/ˈklɑːsruːm/,n. 教室；课堂环境。,,铃响以后，一个 [[morph:base:en:class:class_group|class]] 班的同学挤进同一间 [[morph:base:en:room:enclosed_space|room]]。把上课的人和上课的房间接起来，就是 classroom。,[[morph:base:en:class:class_group|class]]（班级、课）+ [[morph:base:en:room:enclosed_space|room]]（房间）→ 教室。,classroom 既可指具体教室，也可概括课堂教学环境，如 classroom discussion。,两个完整词基直接组合，重音通常落在第一个成分。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-ef0a124f24fcdea9f25a,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,3695,newspaper,/ˈnjuːzpeɪpə(r)/,n. 报纸；报社。,,早餐桌上摊着一张纸，昨天的球赛和今天的天气都印在上面。[[morph:base:en:news:news|news]] 消息加 [[morph:base:en:paper:paper_publication|paper]] 纸，就是 newspaper。别把 news 末尾的 s 丢了。,[[morph:base:en:news:news|news]]（新闻）+ [[morph:base:en:paper:paper_publication|paper]]（纸、报纸）→ 报纸。,newspaper 可指一份报纸、报纸这种媒介，也可在语境中转指报社。,复合词里的 news 虽以 s 结尾，但在这里不是普通复数形式。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-da4d2d00a9e5fb8106e9,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,6023,well-known,/ˌwel ˈnəʊn/,adj. 众所周知的；著名的；为人熟知的。,,你只说出他的名字，桌上的人就都点头了。一个人被大家知道得很充分，就是 well-known，著名的。[[morph:base:en:well:well_adverb|well]] 在这里有“很、充分”的意思。,[[morph:base:en:well:well_adverb|well]]（很好地）+ [[morph:base:en:known:known|known]]（为人所知的）→ 广为人知的。,作前置定语时通常保留连字符，如 a well-known writer；位于系动词后也常写 well known。冻结词表按考纲形式保留连字符。,连字符帮助读者把 well 和 known 识别为共同修饰后续名词的整体。,,false,false,false,0,0,ready,1,1,0,0,1,2,0,0,true,,,false,,,,,,,ok
cet4-w-ddf68ca6cd54aa5da878,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,1025,color,/ˈkʌlə(r)/,n. 颜色；色彩；气色。v. 给……着色；影响。,,在画图软件里点开 Color，面前立刻弹出一整盘颜色。把这个按钮和调色盘一起记住；看到英式拼写 colour，多一个 u，颜色没变。,color 是美式拼写，colour 是英式拼写。两者属于同一学习词条，本样板不按相似字母强拆词根。,该词采用整体记忆，不创建真正词根。应用展示规范拼写 color，并在说明中保留变体 colour。,同一文本应尽量保持英式或美式拼写体系一致。,,false,false,false,0,0,ready,1,1,0,0,1,0,0,0,true,,,false,,,,,,,ok
cet4-w-d84a36499767c2a3d0e3,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,902,child,/tʃaɪld/,n. 儿童；孩子；子女。,,游乐园入口分了两列，Adult 走成人通道，Child 走儿童通道。先把 child 和那个背着小书包的孩子连起来。几个孩子要写 children，不能直接添 s。,child 是古英语传承词，现代英语里没有适合按字母切开的可生产词根词缀结构。,该词采用整体记忆，不创建真正词根。复数是不规则形式 children，不是 childs。,childhood 中可把 child 识别为完整词基，但本词本身不强拆。,,false,false,false,0,0,ready,1,1,0,0,1,0,0,0,true,,,false,,,,,,,ok
cet4-w-eb44a3c9cc92e7b5e517,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,3367,manufacture,/ˌmænjuˈfæktʃə(r)/,v. 制造；加工；捏造。n. 制造；生产。,,看一双手把零件装成小车，再把画面换成整条生产线。[[morph:root:la:manu:hand|manu]] 是手，[[morph:root:la:fact:make_do|fact]] 是做。manufacture 从这个制作的画面记到制造、生产。,[[morph:root:la:manu:hand|manu]]（手）+ [[morph:root:la:fact:make_do|fact]]（做、制作）+ [[morph:suffix:la:-ure:result_process_noun|-ure]] → 制造；现代可指用机器批量生产。,manufacture goods 表示制造商品；引申义 manufacture evidence 表示捏造证据。该词含两个真正词根，排课时会在两个根组中出现。,manu 见于 manual；fact/fac 见于 factory、factor 等词，但具体构词仍需逐词核实。,,false,false,false,0,0,ready,1,1,0,0,1,3,0,0,true,,,false,,,,,,,ok
cet4-w-7050d50383e85d57962a,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,163,agriculture,/ˈæɡrɪkʌltʃə(r)/,n. 农业；农学；农耕。,,一块田，春天翻土播种，秋天弯腰收粮。[[morph:root:la:agr:field|agri]] 是田地，[[morph:root:la:cult:cultivate|cult]] 是耕作，把这整件事合起来，就是 agriculture，农业。,[[morph:root:la:agr:field|agri]]（田地）+ [[morph:root:la:cult:cultivate|cult]]（耕种、培育）+ [[morph:suffix:la:-ure:result_process_noun|-ure]] → 农业。,agriculture 通常作不可数名词。该词包含 agr 与 cult 两个真正词根，不能只因看到 culture 就把它解释成现代“文化”。,agri- 与田地相关；cult 在这里保留耕种、培育义。,,false,false,false,0,0,ready,1,1,0,0,1,3,0,0,true,,,false,,,,,,,ok
cet4-w-593fc9aa437f4a7f8a46,cyword-cet4,cet4,大学英语四级（30 词样板）,,,,41,according to,/əˈkɔːdɪŋ tə/,prep. 根据；按照；据……所说。,,你说下午会下雨，同学问你怎么知道的，你指指天气预报。according to 后面就接这样的消息来源，according to the forecast，根据预报。整块记，不必拆成零散字母。,according to 已形成固定介词短语，现代学习中按整体用法掌握，不把 according 的字母片段强拆成排课词根。,该短语采用整体记忆，不创建真正词根。according to me 通常不自然；表达个人观点更常用 in my opinion。,句首使用时，短语后的介词宾语说明信息或判断的依据。,,false,false,false,0,0,ready,1,1,0,0,1,0,0,0,true,,,false,,,,,,,ok
