table_file,field_name,category,data_type,source_path,description,primary_key
long_sentence_segments.csv,role_label,original_editorial,string|null,editorial.long_sentence_segments[].role_label,对应的中文句法标签；与 role、原句和分析一致。,false
long_sentence_segments.csv,text,original_editorial,string,editorial.long_sentence_segments[].text,原句连续片段；按 segment_index 拼接须能还原原句（允许约定的空格归一化）。,false
long_sentence_segments.csv,gloss,original_editorial,string|null,editorial.long_sentence_segments[].gloss,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
long_sentence_segments.csv,level,original_editorial,integer|null,editorial.long_sentence_segments[].level,非负整数；主层 0，逐层嵌套加 1。,false
long_sentence_segments.csv,spine,original_editorial,boolean|null,editorial.long_sentence_segments[].spine,true/false；按实际主干判断。,false
long_sentences.csv,word_id,registry,string,editorial.long_sentences[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,false
long_sentences.csv,long_sentence_id,registry,string,editorial.long_sentences[].long_sentence_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
long_sentences.csv,order_index,computed,integer,editorial.long_sentences[].order_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
long_sentences.csv,sentence,original_editorial,string,editorial.long_sentences[].sentence,原创英文长句，包含目标词或正确屈折形式；不是主键，主键为 long_sentence_id。,false
long_sentences.csv,translation,original_editorial,string,editorial.long_sentences[].translation,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
long_sentences.csv,difficulty_band,original_editorial,string|null,editorial.long_sentences[].difficulty_band,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
long_sentences.csv,sentence_difficulty,original_editorial,string|null,editorial.long_sentences[].sentence_difficulty,依据实际复杂度填写，例如 cet4_standard/cet4_upper；是本项目编辑标签，不声称考纲定级。,false
long_sentences.csv,target_word,original_editorial,string|null,editorial.long_sentences[].target_word,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
long_sentences.csv,target_sense,original_editorial,string|null,editorial.long_sentences[].target_sense,本句所用的具体中文义项，与词性、语境和译文一致。,false
long_sentences.csv,source_note,original_editorial,string|null,editorial.long_sentences[].source_note,原创句写 cyword_original，并在证据台账注明作者/批次；不得填伪造年份或考卷。,false
long_sentences.csv,reader_parse_version,constant,integer|null,editorial.long_sentences[].reader_parse_version,第一版结构解析协议,false
long_sentences.csv,reader_parse_target_ref,original_editorial,integer|null,editorial.long_sentences[].reader_parse_target_ref,从 0 开始的目标片段索引；必须命中本句 segments，不能引用别句。,false
raw_field_inventory.csv,field_path,computed,string,editorial.raw_field_inventory[].field_path,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
raw_field_inventory.csv,observed_types,computed,string,editorial.raw_field_inventory[].observed_types,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
raw_field_inventory.csv,occurrences,computed,integer,editorial.raw_field_inventory[].occurrences,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
raw_field_inventory.csv,non_null_occurrences,computed,integer,editorial.raw_field_inventory[].non_null_occurrences,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
relation_words.csv,word_id,registry,string,editorial.relation_words[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
relation_words.csv,relation_type,original_editorial,string,editorial.relation_words[].relation_type,继承所属 relations 分组；同一 word_id 与 relation_type 唯一分组。,true
relation_words.csv,related_index,computed,integer,editorial.relation_words[].related_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
relation_words.csv,related_word_id,registry,string,editorial.relation_words[].related_word_id,必须命中本书词表；书外扩展词用普通正文展示，不伪造本书 ID。,false
relation_words.csv,spelling,original_editorial,string,editorial.relation_words[].spelling,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
relation_words.csv,display_text,original_editorial,string,editorial.relation_words[].display_text,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
relation_words.csv,meaning,original_editorial,string,editorial.relation_words[].meaning,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
relations.csv,word_id,registry,string,editorial.relations[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
relations.csv,relation_index,computed,integer,editorial.relations[].relation_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
relations.csv,relation_type,original_editorial,string,editorial.relations[].relation_type,枚举 synonym/near_synonym/antonym/derivative；依据真实语义或构词关系编写。,false
relations.csv,related_word_count,computed,integer,editorial.relations[].related_word_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
root_markup_links.csv,word_id,registry,string,editorial.root_markup_links[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
root_markup_links.csv,root_id,registry,string,editorial.root_markup_links[].root_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
root_markup_links.csv,link_index,computed,integer,editorial.root_markup_links[].link_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
root_markup_links.csv,target_identifier,original_editorial,string,editorial.root_markup_links[].target_identifier,与构词正文中的 identifier 完全对应；由解析器生成。,false
root_markup_links.csv,target_type,original_editorial,string,editorial.root_markup_links[].target_type,枚举 word/root/prefix/suffix/base；必须与目标实体一致。,false
root_markup_links.csv,target_id,registry,string,editorial.root_markup_links[].target_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,false
root_markups.csv,word_id,registry,string,editorial.root_markups[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
root_markups.csv,root_index,computed,integer,editorial.root_markups[].root_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
root_markups.csv,root_id,registry,string,editorial.root_markups[].root_id,来自构词登记表的稳定 ID，不得用字母片段自动推断归属。,false
root_markups.csv,spelling,original_editorial,string,editorial.root_markups[].spelling,引用构词登记表的展示形式，保留前缀尾连字符、后缀首连字符。,false
root_markups.csv,root_type,original_editorial,string,editorial.root_markups[].root_type,枚举 root/prefix/suffix/base；只有有依据的 root 参与排课。,false
root_markups.csv,meaning,original_editorial,string,editorial.root_markups[].meaning,同一 root_id 的含义与登记表一致；同形异源元素须不同 ID。,false
root_markups.csv,memory_method,original_editorial,string|null,editorial.root_markups[].memory_method,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
sentence_zones.csv,word_id,registry,string,editorial.sentence_zones[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
sentence_zones.csv,book_id,constant,string,editorial.sentence_zones[].book_id,本项目原创词书固定标识,false
sentence_zones.csv,status,original_editorial,string,editorial.sentence_zones[].status,正式导出的已复核句子区使用 ready；与 words.sentence_zone_status 和子表计数一致。,false
sentence_zones.csv,contract_source,constant,string|null,editorial.sentence_zones[].contract_source,本项目原创内容；真实考题另记逐条来源,false
sentence_zones.csv,requires_membership,constant,boolean|null,editorial.sentence_zones[].requires_membership,无第三方会员契约；不改应用现有访问控制,false
sentence_zones.csv,no_auto_fallback,constant,boolean|null,editorial.sentence_zones[].no_auto_fallback,缺失内容不自动替换为六级或模拟内容,false
sentence_zones.csv,example_count,computed,integer,editorial.sentence_zones[].example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
sentence_zones.csv,long_sentence_count,computed,integer,editorial.sentence_zones[].long_sentence_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
sentence_zones.csv,exam_example_count,computed,integer,editorial.sentence_zones[].exam_example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
table_catalog.csv,table_file,computed,string,editorial.table_catalog[].table_file,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
table_catalog.csv,row_count,computed,integer,editorial.table_catalog[].row_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
table_catalog.csv,primary_key,computed,string,editorial.table_catalog[].primary_key,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
table_catalog.csv,description,computed,string,editorial.table_catalog[].description,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
word_markup_links.csv,word_id,registry,string,editorial.word_markup_links[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
word_markup_links.csv,link_index,computed,integer,editorial.word_markup_links[].link_index,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,true
word_markup_links.csv,target_identifier,original_editorial,string,editorial.word_markup_links[].target_identifier,与正文 [[identifier|display]] 中的 identifier 完全对应；由解析器生成。,false
word_markup_links.csv,target_type,original_editorial,string,editorial.word_markup_links[].target_type,枚举 word/root/prefix/suffix/base；必须与目标实体一致。,false
word_markup_links.csv,target_id,registry,string,editorial.word_markup_links[].target_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,false
words.csv,word_id,registry,string,editorial.words[].word_id,引用稳定 ID 登记表；主键唯一，所有外键可解析，不能跨书混用。,true
words.csv,book_id,constant,string,editorial.words[].book_id,本项目原创词书固定标识,false
words.csv,book_code,constant,string,editorial.words[].book_code,稳定代码；不得覆盖 cet6,false
words.csv,book_name,constant,string,editorial.words[].book_name,词书显示名称,false
words.csv,day_id,empty,string,editorial.words[].day_id,不伪造原始 DAY；新学习日由编译器分组生成，多词根词没有唯一学习日。,false
words.csv,day_number,empty,integer,editorial.words[].day_number,不伪造原始 DAY；新学习日由编译器分组生成，多词根词没有唯一学习日。,false
words.csv,order_in_day,empty,integer,editorial.words[].order_in_day,不伪造原始 DAY；新学习日由编译器分组生成，多词根词没有唯一学习日。,false
words.csv,word_order,computed,integer,editorial.words[].word_order,冻结词表的连续顺序，从 1 开始；编译器可根据真实依赖调整学习顺序。,false
words.csv,spelling,frozen_wordlist,string,editorial.words[].spelling,来自冻结词表 canonical_spelling；变体在编辑台账保存，正文需要时展示。,false
words.csv,pronunciation,verified_reference,string|null,editorial.words[].pronunciation,阶段 3 必填；核验口音与多音情况。考纲没有读音，不得注明来自考纲。,false
words.csv,definition_cn,original_editorial,string|null,editorial.words[].definition_cn,阶段 3 必填；逐义项标词性，用中文原创概括；同形词保留必要义项，不冒充考纲给出的释义。,false
words.csv,audio_url,verified_reference,string|null,editorial.words[].audio_url,可空；有适合采用的真实音频来源且链接可访问才填，不猜 CDN 地址。,false
words.csv,memory_markup,original_editorial,string|null,editorial.words[].memory_markup,阶段 4 必填；原创助记，可用联想但须明确其为记忆法。仅向已登记实体生成双向链接。,false
words.csv,etymology_markup,original_editorial,string|null,editorial.words[].etymology_markup,有可靠构词或词源依据才写事实说明；不以谐音或字母巧合充当词源。无证据可空，并在进度中标 not_applicable 或待核实。,false
words.csv,root_affix_notes,original_editorial,string|null,editorial.words[].root_affix_notes,记录核实后的构词解释、变体与用法；无法拆分时明确整体记忆，不创建假词根。,false
words.csv,root_affix_accumulation,original_editorial,string|null,editorial.words[].root_affix_accumulation,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,false
words.csv,vocabulary_id,empty,string|null,editorial.words[].vocabulary_id,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,is_completed,constant,boolean,editorial.words[].is_completed,发行数据不携带个人进度,false
words.csv,studied,constant,boolean,editorial.words[].studied,发行数据不携带个人进度,false
words.csv,reviewed,constant,boolean,editorial.words[].reviewed,发行数据不携带个人进度,false
words.csv,memorized_count,constant,integer,editorial.words[].memorized_count,发行数据不携带个人进度,false
words.csv,reviewed_count,constant,integer,editorial.words[].reviewed_count,发行数据不携带个人进度,false
words.csv,sentence_zone_status,original_editorial,string,editorial.words[].sentence_zone_status,已验收句子内容导出 ready；与 sentence_zones.status 一致。无句子时保持草稿，不伪称 ready。,false
words.csv,example_count,computed,integer,editorial.words[].example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,long_sentence_count,computed,integer,editorial.words[].long_sentence_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,exam_example_count,computed,integer,editorial.words[].exam_example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,frequency_count,computed,integer,editorial.words[].frequency_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,collocation_count,computed,integer,editorial.words[].collocation_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,root_markup_count,computed,integer,editorial.words[].root_markup_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,relation_group_count,computed,integer,editorial.words[].relation_group_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,analysis_seen_mark_count,computed,integer,editorial.words[].analysis_seen_mark_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,false
words.csv,access_allowed,constant,boolean,editorial.words[].access_allowed,仅描述本项目已复核导出内容，不声称拥有第三方访问权限,false
words.csv,access_reason,empty,string|null,editorial.words[].access_reason,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,permission_type,empty,string|null,editorial.words[].permission_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,permission_is_expired,constant,boolean,editorial.words[].permission_is_expired,原创内容无上游到期授权,false
words.csv,protection_content_type,empty,string,editorial.words[].protection_content_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,protection_exposure_weight,empty,number,editorial.words[].protection_exposure_weight,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,protection_trace_id,empty,string,editorial.words[].protection_trace_id,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,protection_marker_type,empty,string,editorial.words[].protection_marker_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,protection_marker_version,empty,string|null,editorial.words[].protection_marker_version,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,protection_hidden_prompt,empty,string|null,editorial.words[].protection_hidden_prompt,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,false
words.csv,detail_status,original_editorial,string,editorial.words[].detail_status,只有该词必填教学内容全部复核、可选项状态已交代且校验通过，才导出 ok；草稿不进入正式 words.csv。,false
