word_id,long_sentence_id,segment_index,role,role_label,text,gloss,level,spine
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,5,adv,原因状语,", because the presence of a well-tended yard",因为一个打理得当的院子的存在,1,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,6,pred,从句谓语, not only provides,不仅提供,2,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,7,obj,从句宾语, a reliable source of fresh produce,一个可靠的新鲜农产品来源,2,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,8,pred,从句谓语, but also fosters,而且还培养,2,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,9,obj,从句宾语, a sense of collective responsibility,一种集体责任感,2,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,10,attr,定语从句, that extends beyond the garden fence,这种责任感延伸到菜园围栏之外,3,false
23228a76-0482-4b5a-a9c0-4084908853cd,8e70ff7c-3f2e-45e1-815e-88f9d975b599,11,,,.,,0,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,1,subj,主语从句,What initially drew the research team to the centuries-old building,最初吸引研究团队来到这座数百年老建筑的,0,true
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,2,pred,谓语, was not its ornate facade,不是它华丽的门面,0,true
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,3,scomp,表语, but the unexpectedly tranquil courtyard,而是那个出人意料地宁静的庭院,0,true
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,4,attr,定语从句,", which",高墙为庭院挡住喧嚣的街道，一棵巨大的古树又为它遮阴，使这里成为居民们傍晚聚谈的公共空间,1,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,5,adv,方式状语,", shielded from the bustling streets by high walls",被高墙挡住喧嚣的街道,2,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,6,adv,方式状语, and shaded by a massive ancient tree,并被一棵巨大的古树遮阴,2,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,7,pred,从句谓语,", served as a communal space",充当公共空间,1,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,8,attr,定语从句, where residents gathered for evening conversations,居民们傍晚聚谈的地方,2,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,9,appos,同位语,", a tradition",这一传统尽管周围街区迅速现代化依然延续了下来,1,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,10,attr,定语从句, that had persisted,尽管周围街区迅速现代化依然延续了下来,2,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,11,adv,让步状语, despite the rapid modernization of the surrounding neighborhood,周围街区迅速现代化,3,false
818f57a1-405d-4a86-82d2-b4f8fe024843,9422f6e3-edda-4871-8084-687052ec3022,12,,,.,,0,false
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,1,subj,主语,If an author,如果一位作者,1,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,2,attr,后置定语,", driven by a profound sense of social responsibility and a desire to illuminate the complexities of the human condition",出于强烈的社会责任感，并渴望揭示人类境况的复杂性,2,false
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,3,pred,谓语,", chooses to weave intricate narratives that challenge conventional wisdom",选择编织复杂叙事，挑战传统观念,1,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,4,subj,主语,", the resulting work",由此产生的作品,0,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,5,pred,谓语, may not only,不仅可能,0,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,6,obj,宾语, provoke intense debate among literary critics,在文学评论界引发激烈争论,0,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,7,pred,并列成分, but also,而且,0,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,8,adv,时间状语,", over time",随着时间推移,0,false
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,9,pred,并列成分,", reshape the cultural landscape",重塑文化景观,0,true
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,10,adv,方式状语, in ways that even the most astute observers could not have anticipated,以连最敏锐的观察者都未能预料的方式,1,false
d669f094-000d-4b69-b62c-882b59b154e4,83196579-eb04-4372-94df-7b844e6da288,11,,,.,,0,false
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,1,adv,原因状语,Since the committee's final report was not entirely according with the initial evidence presented during the hearings,由于委员会最终报告并不完全与听证会上呈递的初步证据一致,1,false
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,2,attr,定语从句,", which had suggested a clear pattern of financial misconduct",这些证据原本表明存在明显的财务不当行为模式,2,false
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,3,subj,主语,", the board decided",董事会决定,0,true
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,4,obj,宾语, to postpone any disciplinary action,推迟任何纪律处分,0,true
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,5,adv,时间状语, until a more thorough investigation could be conducted by an independent panel,直至独立小组能够进行更彻底的调查,1,false
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,8a8c2925-63c2-4aa5-9fc8-f54cebc1e373,6,,,.,,0,false
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,1,subj,主语,This accord,这份协议,0,true
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,2,attr,定语从句,", which emerged after months of intense negotiation among the stakeholders",在数月激烈谈判后达成,1,false
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,3,pred,谓语,", was not merely",不只是,0,true
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,4,scomp,表语, a superficial agreement,一份表面上的协定,0,true
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,5,pred,谓语, but rather,而是,0,true
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,6,scomp,表语, a comprehensive framework,一个全面的框架,0,true
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,7,attr,后置定语, designed to align the divergent interests of the parties,旨在协调各方不同的利益,1,false
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,8,adv,目的状语,", so that their subsequent actions would be in full accord with the original objectives set forth in the preliminary discussions",以便他们后续的行动能完全符合初步讨论中设定的原始目标,1,false
91419fea-861e-4ab8-aae0-19725782dfe8,df739546-7761-4a7c-8bfa-fb884c19260c,9,,,.,,0,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,1,adv,原因状语,Since recent workplace evidence suggests,由于近期职场证据表明,1,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,2,subj,主语从句, that employees who consume excessive amounts of processed meat face a notably higher risk of chronic fatigue,过量食用加工肉类的员工面临明显更高的慢性疲劳风险,2,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,3,attr,定语从句,", which can undermine both individual productivity and team morale",慢性疲劳会同时损害个人生产力和团队士气,2,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,4,subj,主语,", many corporate wellness programs",许多企业健康计划,0,true
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,5,adv,分词状语,", aiming to foster a healthier and more energetic workforce",为了培养更健康、更有活力的员工队伍,1,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,6,pred,谓语,", have begun to",已经开始,0,true
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,7,obj,宾语, replace traditional cafeteria options,取代传统食堂菜品,0,true
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,8,adv,方式状语, with plant-based alternatives,用植物性替代品,1,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,9,attr,定语从句, that still deliver sufficient protein,这些替代品仍能提供足够的蛋白质,2,false
7b8133a8-6649-427c-a979-34b206ddc2c9,8014a465-10f3-476b-ad67-7bdb9855c31b,10,,,.,,0,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,1,subj,主语,Many economic analysts,许多经济分析师,0,true
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,2,attr,定语从句,", who have long been skeptical of the government's growth projections",长期对政府增长预测持怀疑态度,1,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,3,pred,谓语,", question whether",质疑……能否持续,0,true
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,4,obj,宾语, the recent surge in consumer spending can be sustained,近期消费者支出激增的局面,0,true
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,5,adv,原因状语,", given that",鉴于,1,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,6,subj,从句主语, household debt levels,家庭债务水平,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,7,pred,从句谓语, have risen sharply,急剧上升,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,8,subj,从句主语, and wage growth,且工资增长,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,9,pred,从句谓语, remains sluggish,依然乏力,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,10,appos,同位语,", a concern that",这一担忧,1,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,11,pred,从句谓语, has been echoed,已得到呼应,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,12,adv,介词短语, by several international financial institutions,由多家国际金融机构,2,false
a9061134-fa96-4701-83b2-a2b40e1fa455,e05f2a16-acc8-4101-a3c8-5aed0ea4c625,13,,,.,,0,false
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,1,subj,主语从句,What educational institutions initially dismissed as a time-consuming administrative task—the distribution and collection of a lengthy questionnaire designed to assess student satisfaction—,教育机构起初当作费时行政任务的那件事——分发和收集一份评估学生满意度的冗长问卷,0,true
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,2,pred,谓语,has gradually evolved,已逐渐演变成,0,true
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,3,scomp,表语, into a strategic tool,一种战略工具,0,true
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,4,attr,定语从句, that informs curriculum reform,这种工具为课程改革提供依据,1,false
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,5,adv,原因状语,", because the detailed feedback it yields reveals patterns of disengagement",因为它所产生的详细反馈揭示了学生疏离的模式,1,false
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,6,attr,定语从句, which would otherwise remain hidden in aggregate performance data,这些模式原本会隐藏在总体表现数据之中,2,false
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,6ad4cfd9-90c2-4a07-b98f-297962c34f3d,7,,,.,,0,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,1,adv,原因状语,Because recent interdisciplinary evidence suggests,因为最近跨学科的证据表明,1,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,2,subj,主语从句, that chronic pain,慢性疼痛不仅会扰乱神经通路,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,3,pred,从句谓语, not only disrupts,不仅会扰乱,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,4,obj,从句宾语, neural pathways,神经通路,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,5,pred,从句谓语, but also reshapes,而且会重塑,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,6,obj,从句宾语, emotional processing,情绪加工,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,7,adv,方式状语, in ways that,以放大主观痛苦的方式,3,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,8,pred,从句谓语, amplify subjective distress,放大主观痛苦,3,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,9,subj,主语,", clinicians are now",临床医生现在,0,true
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,10,pred,谓语, urged to adopt,被敦促采用,0,true
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,11,obj,宾语, integrated treatment models,整合治疗模式,0,true
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,12,adv,方式状语,", combining pharmacological interventions",将药物干预与认知行为疗法结合起来,1,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,13,adv,方式状语, with cognitive-behavioral therapy,与认知行为疗法,1,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,14,attr,定语从句,", which has been shown",后者已被证明能降低疼痛强度,1,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,15,adv,程度状语, to reduce the intensity,降低疼痛强度,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,16,adv,方式状语, of pain by altering,通过改变适应不良的思维模式,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,17,obj,从句宾语, maladaptive thought patterns,适应不良的思维模式,2,false
ed0aa2a8-4071-4e21-9031-170784ca82ba,c8ac302a-9c09-4143-b5ca-7fd8c66eb99f,18,,,.,,0,false
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,1,adv,时间状语,Before cultural researchers could fully document the intricate oral traditions that had shaped the region's identity for centuries,在文化研究者能够完整记录那些数百年来塑造该地区身份认同的复杂口头传统之前,1,false
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,2,subj,主语,", a team of linguists",一支语言学家团队,0,true
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,3,attr,后置定语,", working in collaboration with local community elders",与当地社区长老合作,1,false
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,4,pred,谓语,", launched an urgent preservation project",启动了一项紧急保护项目,0,true
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,5,adv,目的状语, so that the younger generation,以便年轻一代仍能通过数字档案接触到这些正在消失的叙事,1,false
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,6,attr,定语从句,", whose connection to their heritage had been weakened by rapid urbanization, might still access these vanishing narratives through digital archives",他们与自身遗产的联系已被快速城市化削弱,2,false
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,ffa203f2-f177-46a1-8314-2d58d8b7871a,7,,,.,,0,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,1,subj,主语,Students facing environmental expectations,面对环境期望的学生,0,true
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,2,attr,定语从句, that demand sustainable campus practices,这些期望要求可持续的校园实践,1,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,3,pred,谓语, often find,常常发现,0,true
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,4,obj,宾语, it challenging,这件事很有挑战性,0,true
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,5,attr,后置定语, to locate a research facility,去找到一座研究设施,1,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,6,attr,定语从句, whose design integrates renewable energy systems,它的设计整合了可再生能源系统,2,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,7,adv,原因状语,", because such buildings",因为这类建筑,1,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,8,adv,让步状语,", although promoted by university administrators",尽管得到大学管理者的推广,2,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,9,pred,从句谓语,", remain scarce",仍然稀缺,1,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,10,adv,地点状语, in regions where,在那些地区,2,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,11,subj,从句主语, funding for green infrastructure,绿色基础设施的资金,3,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,12,pred,从句谓语, has been historically limited,历来有限,3,false
01678d1e-cad6-4f77-8d51-3555e693184a,a6d622bb-c4b4-46a6-9284-d9df71de8169,13,,,.,,0,false
