word_id,exam_example_id,order_index,sentence,translation,matched_surface,target_word_analysis,exam_context,difficulty_rationale,source_year,source_paper,source_section,source_exam_type
a9061134-fa96-4701-83b2-a2b40e1fa455,b3af2ab1-ac09-48a0-9fe1-5de589dce9c2,1,"The study doesn't go into that question, other than to say that if the 1980s trend continued, we would have been at parity by now.",该研究没有深入探讨那个问题，只是说如果20世纪80年代的趋势持续下去，我们现在本应已达到平等。,question,本句中question为及物动词，意为“询问”，但此处用于短语“go into that question”，实际表示“探讨/询问那个问题”，question作为动词的宾语，其动词含义被短语整体吸收。,该句出自2025年6月六级真题（第3套）仔细阅读部分，属于对研究内容的客观陈述，考查考生对动词question在语境中与go into搭配的理解。,句子长度适中（25词），结构清晰，包含条件状语从句和虚拟语气，但整体难度符合六级仔细阅读水平，属于真题级例句。,2025,2025年6月六级真题(第3套),careful_reading,cet6
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,4e09851a-782f-40fa-9c7a-b1e78a56fb5b,1,"A college application is a relatively straightforward questionnaire asking for the basics: name, address, family history, employment history.",大学申请表是一份相对直接的调查表，询问基本信息：姓名、地址、家庭背景、工作经历。,questionnaire,本句中questionnaire为名词，意为“调查表”，指用于收集信息的表格或问卷。此处与college application搭配，说明大学申请表本质上是一种调查表。,该句出自2013年12月大学英语六级（卷三）长篇阅读，属于说明性语境，解释大学申请表的性质。,句子长度适中（18词），结构清晰，包含同位语和列举，符合六级阅读中中等难度句子的特征。,2013,2013年12月大学英语6级（卷三）,long_reading,cet6
ed0aa2a8-4071-4e21-9031-170784ca82ba,4c994d4d-516b-4b25-b926-a06b8659eea1,1,And it involves negative as well as positive It's natural to be drawn towards pleasure and to step away from pain.,它既涉及消极也涉及积极。被快乐吸引、远离痛苦是很自然的。,pain,pain 在本句中作名词，意为“痛苦”，与 pleasure（快乐）形成对比，是“远离”的对象，体现了人类趋乐避苦的本能。,该句出自2022年12月六级真题（第1套）的仔细阅读部分，讨论人类心理或行为中的正负向因素。,"句子结构简单，但包含对比逻辑（positive vs negative, pleasure vs pain），符合六级阅读中常见的观点阐述句，难度适中。",2022,2022年12月六级真题(第1套),careful_reading,cet6
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,7a869883-3ee8-4e0e-8cf4-4ddabea72fb0,1,"The side-effect of this is that house prices are pushed up due to increased demand, leaving them unaffordable for local people.",这样做的副作用是，由于需求增加，房价被推高，使得当地居民负担不起。,local,local 在本句中作形容词，修饰 people，意为“当地的，地方的”，与“local people”搭配，指代特定地区的居民。,该句出自2024年12月六级真题（第2套）的仔细阅读部分，属于社会经济学类话题，讨论房价上涨对当地居民的影响。,句子长度适中（21词），包含因果逻辑（due to）和结果状语（leaving...），符合六级仔细阅读中常见的复杂句结构，但未达到长难句级别。,2024,2024年12月六级真题(第2套),careful_reading,cet6
01678d1e-cad6-4f77-8d51-3555e693184a,dd4cac50-911f-42ba-b19a-2d4f836d3144,1,"Currently, doctors must have a valid license in the state where the patient is located to provide medical care, which means virtual-visit companies can match users only with locally licensed clinicians.",目前，医生必须在患者所在的州持有有效执照才能提供医疗服务，这意味着远程就诊公司只能将用户与当地有执照的临床医生匹配。,located,本句中'located'是'locate'的过去分词形式，与'is'构成被动语态，表示'位于'，描述患者所处的地理位置。,该句出自2020年9月六级真题（第2套）长篇阅读，讨论远程医疗的监管限制，属于社会科技类语境。,句子长度31词，包含定语从句和宾语从句，结构清晰但信息密集，符合六级真题中等难度。,2020,2020年9月六级真题(第2套),long_reading,cet6
3d7384f0-021f-425e-97cb-4eeb4a0eaeb2,adc3fe2d-41dd-4cc0-a5a5-f1cc359ed061,1,"If so, adding high protein foods like eggs and meat products to your diet can be beneficial.",如果是这样，在你的饮食中添加像鸡蛋和肉制品这样的高蛋白食物可能是有益的。,beneficial,beneficial 在本句中作表语，意为“有益的”，与主语 adding...diet 构成系表结构，表示添加高蛋白食物这一行为带来的积极效果。,该句出自2019年12月六级真题第2套长篇阅读，属于健康饮食类话题，考查对饮食建议的理解。,句子长度适中（17词），结构简单，但包含条件状语从句和动名词短语作主语，符合六级阅读中等难度句子的特征。,2019,2019年12月六级真题(第2套),long_reading,cet6
3d2cb9a3-0b11-4c3e-a0b9-8ad72732ab25,dbca5200-02c7-4b81-b6b8-eac64ba21bc0,1,It's not just well-off passion-seekers who benefit from the passion principle.,受益于激情原则的不仅仅是富裕的激情追求者。,benefit,benefit在本句中为动词，意为“受益”，与介词from搭配，构成benefit from结构，表示“从……中获益”。主语是well-off passion-seekers，强调受益对象的范围。,该句出自2025年6月六级真题第1套的仔细阅读部分，属于社会现象类议论文，讨论激情原则对不同群体的影响。,句子长度适中（11词），结构清晰，包含定语从句和否定前置，符合六级仔细阅读中等难度句子的特征。,2025,2025年6月六级真题(第1套),careful_reading,cet6
6cf2668e-101a-4f7a-a287-eb07614fea0b,4cedf4c6-e753-4014-b9e9-0ecab975078d,1,This is not strictly a workplace problem; it's a growing problem off the job too.,这严格来说并非一个职场问题；它也是一个在工作之外日益严重的问题。,problem,本句中problem出现两次，均为名词，意为“问题，难题”。第一个problem前有不定冠词a，被workplace修饰，指特定领域的问题；第二个problem同样被a修饰，后接off the job短语，强调工作之外的问题。两个problem都作表语，是句子的核心名词。,该句出自2024年6月六级真题（第2套）的仔细阅读部分，属于社会现象类论述，讨论某个问题不仅限于职场，也延伸至个人生活。,句子长度15词，结构清晰，包含两个并列分句，用分号连接。词汇简单，但逻辑关系明确，符合六级仔细阅读中中等难度句子的特征。,2024,2024年6月六级真题(第2套),careful_reading,cet6
149a3e48-c4aa-4e05-8b47-4a0c107b4888,c8415362-17c1-4f10-898e-5b2f66d9deee,1,Unlimited growth is not sustainable and economic thinking is moving toward the idea that we should aim for sustainability in our economic models.,无限增长是不可持续的，经济思维正转向一种理念，即我们应该在经济模型中追求可持续性。,economic,在本句中，'economic' 作为形容词，修饰 'thinking' 和 'models'，表示“经济的”或“与经济相关的”。它出现在两个位置：'economic thinking'（经济思维）和 'economic models'（经济模型），均与可持续发展语境紧密相关。,该句出自2025年6月六级真题（第2套）的仔细阅读部分，讨论经济增长与可持续性的关系，属于典型的议论文或说明文语境。,句子长度为23词，介于普通例句和长难句之间，包含并列结构（'is not sustainable and...'）和同位语从句（'the idea that...'），符合六级真题的难度特征。,2025,2025年6月六级真题(第2套),careful_reading,cet6
6ccd24f7-ab9a-4722-911f-583315e1071a,0125b21f-0d85-41a7-a473-720bdda38a77,1,"As long as the economy is their priority, governments need go no further than ensuring citizens' continued productivity.",只要经济是他们的优先事项，政府只需确保公民持续的生产力即可。,economy,本句中 economy 为名词，意为“经济”，指国家或地区的经济活动整体，是句子的主语，与 priority 构成主系表结构，强调经济在政府工作中的核心地位。,该句出自2025年6月六级真题第2套仔细阅读，属于社会政策类论述，讨论政府在经济中的角色。,句子长度18词，结构清晰，包含as long as条件状语从句和主句，但无复杂从句，属于中等难度真题句，适合作为真题级例句。,2025,2025年6月六级真题(第2套),careful_reading,cet6
5bde7089-ec23-447e-9c99-0afd1c68a366,d274aa51-31fe-4d64-a6b6-5d055787d7b6,1,"Witty statements are usually in response to someone's unhelpful remarks or behaviors, and the intent is to untangle and clarify the issue by emphasizing its absurdities.",机智的言论通常是对他人无益的言论或行为的回应，其意图是通过强调其荒谬之处来理清并澄清问题。,issue,在本句中，issue 为可数名词，意为“问题”，指代前文提到的 unhelpful remarks or behaviors 所引发的具体问题。它作为 clarify 的宾语，与 untangle 和 clarify 搭配，表示“理清并澄清问题”。,该句出自2024年6月六级真题（第1套）的仔细阅读部分，属于议论文体，讨论机智言论的功能。句子结构清晰，包含不定式短语作表语，是典型的六级阅读理解长难句。,句子长度适中（26词），包含并列结构和目的状语，但无复杂从句，符合真题级例句难度：比普通例句更具考试语境，但不刻意追求长难句。,2024,2024年6月六级真题(第1套),careful_reading,cet6
b04b2bfd-c811-4daf-975f-2558361f4aac,f47c5ee2-a351-4a7d-9ed5-534a0cd5b367,1,"Led by Margrethe Vestager, the European Union's competition chief, countries have sought to police the market and encourage fair play.",在欧盟竞争事务负责人玛格丽特·维斯塔格的领导下，各国试图监管市场并鼓励公平竞争。,encourage,本句中encourage为及物动词，意为“鼓励，激励”，后接名词短语fair play作宾语，表示“鼓励公平竞争”。,该句出自2022年9月六级真题第1套仔细阅读部分，属于经济与市场政策类语境，讨论欧盟竞争政策。,句子长度适中（20词），包含同位语结构（the European Union's competition chief）和并列谓语（police...and encourage...），符合六级仔细阅读中等难度。,2022,2022年09月六级真题第1套(含听力),careful_reading,cet6
56d684a4-53dd-4d2f-a4aa-e62dc06fbda6,f61760b7-02d1-4255-aeda-b0f5ec0745ff,1,"While states could pass laws related to sharing information about children online, Steinberg feels parents themselves are generally best suited to make these decisions for their families.",尽管各州可以通过关于在线分享儿童信息的法律，但斯坦伯格认为，父母自己通常最适合为他们的家庭做出这些决定。,pass,本句中pass为及物动词，意为“通过（法律、提案等）”，后接宾语laws，表示立法机构正式批准或颁布法律。,该句出自2018年12月六级真题（第1套）长篇阅读，属于法律与家庭责任主题的议论文，考查对立法权限与家庭决策关系的理解。,句子长度27词，包含while引导的让步状语从句和主句，结构清晰但涉及法律术语（pass laws），符合六级阅读中等难度。,2018,2018年12月六级真题(第1套),long_reading,cet6
ee509035-52e2-42d5-af8e-44cab931c3df,ea25aac6-0770-48c1-8a51-b706f7099e6e,1,The relationship between poor health and inequality is too pronounced for governments to be passive about large-scale intervention.,健康状况不佳与不平等之间的关系过于显著，以至于政府不能对大规模干预采取被动态度。,passive,本句中passive为形容词，意为“被动的”，与be动词构成系表结构，后接介词about引出被动对待的对象（large-scale intervention）。语境强调政府不应消极应对。,该句出自2020年9月六级真题（第1套）仔细阅读部分，属于社会健康与不平等主题的议论文，考查对因果关系的理解及形容词被动含义的把握。,句子长度18词，结构清晰，包含too...to...结构，但passive一词在六级阅读中常见，整体难度适中，符合真题级例句标准。,2020,2020年9月六级真题(第1套),careful_reading,cet6
a8e68251-3a7c-45d0-9f57-a60c3f700b6e,f112cd53-52f7-4eac-a9b5-100a3117252f,1,"As far as it goes, this has much in common with proposals tabled by "" happiness "" advocates.",就其本身而言，这与“幸福”倡导者提出的建议有很多共同之处。,far,本句中far为副词，与as构成固定搭配“as far as”，意为“就……而言”，表示范围或程度。far本身在此不单独表示“远的”，而是作为短语的一部分。,该句出自2025年6月六级真题（第2套）仔细阅读部分，属于议论文中比较观点或方案的语境。,句子长度适中（16词），包含固定搭配as far as和过去分词tabled作定语，符合六级仔细阅读中等难度句子的特征。,2025,2025年6月六级真题(第2套),careful_reading,cet6
0c1fa019-18fa-4762-89b3-7b2fb49ff7ef,88d57340-bdef-4981-9361-7bd68d5e60e8,1,"Further, under normal working conditions, managers rarely see the full effect of their employee development efforts.",此外，在正常工作条件下，管理者很少看到他们员工发展努力的全部效果。,further,在本句中，'further' 用作形容词，意为'更进一步的'，但此处位于句首，实际起副词作用，表示'此外'，与核心含义'更进一步的'有细微差异。它连接上下文，引出补充信息。,该句来自2025年6月六级真题（第2套）的仔细阅读部分，属于议论文或说明文语境，讨论管理者对员工发展效果的认知。,句子长度适中（16词），结构清晰，包含状语前置和宾语从句，符合六级仔细阅读的典型难度，但并非长难句。,2025,2025年6月六级真题(第2套),careful_reading,cet6
1b28da07-c470-4d29-8814-43f2774a878a,81f879e8-e023-424d-95b2-65094841946d,1,That is bad news for any firm that may hope that smartwatches can make up ground for maturing smartphone and tablet markets.,对于任何可能希望智能手表能够弥补日益成熟的智能手机和平板电脑市场（损失）的公司来说，这都是一个坏消息。,firm,firm 在本句中作名词，意为“公司，企业”，是主语“That”所指代内容的受影响对象，与介词“for”构成介词短语“for any firm”，后接定语从句修饰。,该句出自2016年12月六级真题（第1套）长篇阅读，属于商业科技类语境，讨论智能手表市场对成熟市场的影响。,句子长度22词，结构包含两个定语从句，但逻辑清晰，属于真题中中等偏易的长难句，适合作为真题级例句。,2016,2016年12月六级真题(第1套),long_reading,cet6
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,a5159198-e403-42b9-9c46-6d4f17e0e6a0,1,"Unless we get honest about intolerance, bias, and how these social diseases impact the ways we treat one another, injustice will continue to haunt us.",除非我们诚实地面对不容忍、偏见以及这些社会弊病如何影响我们彼此对待的方式，否则不公正将继续困扰我们。,impact,在本句中，impact 是动词，意为“影响”，与宾语 the ways we treat one another 搭配，表示社会弊病对人际互动方式产生的负面作用。,该句出自2025年12月六级真题（第1套）仔细阅读部分，属于社会问题类议论文，讨论不公正的根源。,句子长度适中（25词），包含条件状语从句和宾语从句，但结构清晰，符合六级仔细阅读中等难度句子的特征。,2025,2025年12月六级真题(第1套),careful_reading,cet6
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,e606d878-365a-4063-908a-ba3cd6d046e9,1,Scholars sought to refine his theory and empirically confirm his views.,学者们试图完善他的理论，并通过经验证实他的观点。,confirm,本句中confirm为及物动词，与empirically搭配，意为“通过经验证实”，宾语为his views，表示对观点的验证。,该句出自2020年7月六级真题第1套长篇阅读，属于学术研究类语境，讨论学者对理论的验证过程。,句子长度适中（11词），包含学术词汇refine和empirically，但结构清晰，符合六级真题中等难度。,2020,2020年07月六级真题第1套(含听力),long_reading,cet6
4669a8db-7946-4e94-ac7f-ae26b740a5e9,968af8d6-1f82-464e-b95f-373a158dc00d,1,"There's unpredictable weather, changes in soil quality, and the ever-present possibility that pests and diseases may pay a visit.",这里有不可预测的天气、土壤质量的变化，以及病虫害随时可能来袭的可能性。,weather,weather 在本句中为名词，意为“天气”，与 unpredictable 搭配，表示“不可预测的天气”，是列举的三个因素之一。,该句出自2020年12月六级真题（第1套）长篇阅读，描述农业或环境面临的挑战，属于列举类语境。,句子长度19词，结构清晰，包含并列结构和同位语，符合六级真题中等难度。,2020,2020年12月六级真题(第1套),long_reading,cet6
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,b1c74a9b-7e86-4882-9a8e-dd10c1cf12f5,1,But Americans consume more calories per capita than almost any other country in the world.,但美国人的人均卡路里消耗量几乎超过世界上任何其他国家。,consume,本句中consume为及物动词，意为“消耗”，后接宾语calories，表示消耗卡路里。搭配per capita（人均）和比较结构more...than，强调美国人在热量摄入上的高水平。,该句出自2020年12月六级真题（第1套）仔细阅读，属于社会类话题，讨论美国人的饮食习惯与健康问题。,句子长度15词，结构清晰，包含比较级和介词短语，符合真题中中等难度句子的特征，既考查词汇也考查比较结构理解。,2020,2020年12月六级真题(第1套),careful_reading,cet6
f4ba8625-46be-47f9-ba0c-db387f938c67,c53d6447-3ffb-4026-a010-b95cdb0e5e09,1,A stronger relationship between the retailer/producer and the consumer isn't just about financial incentives.,零售商/生产商与消费者之间更紧密的关系不仅仅关乎经济激励。,consumer,consumer 在本句中为名词，意为“消费者”，指购买商品或服务的个人，与 retailer/producer（零售商/生产商）形成对应关系，是商业活动中的需求方。,该句出自2019年6月六级真题（第2套）长篇阅读，讨论零售商与消费者关系，属于商业经济类语境。,句子长度15词，结构清晰，包含比较级和否定结构，符合六级真题中等难度，但未涉及复杂从句，属于真题级例句。,2019,2019年6月六级真题(第2套),long_reading,cet6
ca520c00-74a7-4609-975d-996331f58b31,27bf5afe-b54a-4d32-b2b2-bc4af08c36cb,1,"Even on the broadest interpretation of "" happiness "" as prosperity or "" life satisfaction "", people want different things.",即使将“幸福”最宽泛地解释为繁荣或“生活满意度”，人们想要的东西也是不同的。,different,在本句中，different 是形容词，修饰名词 things，表示“不同的，有差异的”。它强调在幸福定义宽泛的前提下，人们追求的目标仍然因人而异。,该句出自2025年6月六级真题（第2套）的仔细阅读部分，属于议论文体，讨论幸福定义的多样性，考查形容词修饰名词的基本用法及上下文逻辑。,句子长度适中（16词），结构清晰，包含插入语和介词短语，但无复杂从句，符合真题级例句的难度定位。,2025,2025年6月六级真题(第2套),careful_reading,cet6
30b4d743-0169-4879-96e9-9482e229c6a3,b61f72c1-b883-4b96-a5e4-2e0d6085f080,1,"It's possible, however, that the journey towards wage parity would have stalled either way.",然而，无论哪种方式，实现工资平等的进程都有可能停滞不前。,way,本句中'way'为名词，意为'方式，方法'，与'either'搭配构成短语'either way'，表示'无论哪种方式'，在句中作状语，修饰整个句子，表达一种让步或条件。,该句出自2025年6月六级真题（第3套）仔细阅读部分，属于社会经济学类话题，讨论工资平等问题。句子结构包含插入语'however'和条件状语'either way'，是典型的六级阅读长难句。,句子长度14词，属于中等偏短，但包含插入语和短语'either way'，需要理解其逻辑关系，符合真题级例句难度。,2025,2025年6月六级真题(第3套),careful_reading,cet6
69701105-fe5a-4890-9c5e-cdf2d27fd130,80982317-d213-4758-a47b-e3163ed06b63,1,The idea that governments should focus on happiness has its critics.,政府应该关注幸福这一观点有其批评者。,focus,本句中focus为不及物动词，与介词on搭配，意为“聚焦于、集中关注”，后接宾语happiness，表示将注意力集中于幸福这一主题。,该句出自2025年6月六级真题（第2套）仔细阅读部分，属于观点论述类语境，常出现在讨论政府政策或社会议题的段落中。,句子结构清晰，包含同位语从句（The idea that...），但整体长度适中（11词），符合真题级例句难度，既体现考试语境又不刻意复杂化。,2025,2025年6月六级真题(第2套),careful_reading,cet6
59519300-06d1-4e59-b262-af895315431f,6310dae1-dfa0-45e8-a58c-71805bc06a8e,1,"They are interesting for the fact that they are very plain and undecorated for the time, with only one plain central panel at the back and no armrests.",它们之所以有趣，是因为在当时它们非常朴素且未经装饰，背面只有一个朴素的中央面板，没有扶手。,plain,句中 plain 出现两次，均表示'朴素的'，与 sense_text 完全一致。,本句来源于用户本地CET6真题汇总中标记为2013年12月大学英语6级答案解析（卷二）的英语试卷语料；本轮已完成真题来源、目标词命中和核心含义审核，用于呈现目标词在真实考试文本中的用法。,句子长度适中，包含从句，难度介于普通例句和长难句之间，适合训练。,2013,2013年12月大学英语6级答案解析（卷二）,local_archive_fullpaper,cet6
e5ac2120-27fe-42fe-832a-e9a332e4fc13,164935eb-fac0-4d78-abbe-97c988284c23,1,"In the majority of cases we would be better off identifying people by the factors that constrain their lives, like income, rather than by the lines surrounding them on a map.",在大多数情况下，我们最好根据限制人们生活的因素（如收入）来识别他们，而不是根据地图上围绕他们的界线。,surrounding,surrounding 在本句中作形容词，修饰名词 lines，意为“周围的”，指地图上环绕在人们周围的界线。,该句来自2021年12月六级真题（第3套）的仔细阅读部分，讨论身份识别方式，属于社会类议论文。,句子长度35词，略长于普通例句，包含比较结构（rather than）和定语从句，但结构清晰，符合真题级难度。,2021,2021年12月六级真题(第3套),careful_reading,cet6
8ab9c302-698f-4983-982b-9cba3b580e39,2eb766d9-41b0-484e-8a6f-95769314654a,1,"And, in these surroundings, they are generally both peaceful and peaceable.",而且，在这些环境中，它们通常既平和又温顺。,surroundings,surroundings 是名词，意为“周围的事物，环境”，在本句中作介词 in 的宾语，指代前文提到的某种特定环境。,该句出自2015年6月大学英语六级（卷一）仔细阅读部分，描述某种生物在特定环境中的行为特征。,句子结构简单，词汇基础，但包含并列形容词 peaceful and peaceable，符合六级阅读中中等难度的句子特征。,2015,2015年06月大学英语6级（卷一）,careful_reading,cet6
8ac583e5-333c-46b6-be4d-d67a967385b5,5427cefa-3fe2-4d1f-a6d0-036b44a55c69,1,"In the majority of cases we would be better off identifying people by the factors that constrain their lives, like income, rather than by the lines surrounding them on a map.",在大多数情况下，我们最好根据限制人们生活的因素（如收入）来识别他们，而不是根据地图上围绕他们的界线。,surrounding,目标词“surrounding”是动词“surround”的现在分词形式，在本句中作定语修饰“lines”，意为“围绕的，包围的”，与介词短语“on a map”搭配，表示地图上环绕的界线。,该句出自2021年12月六级真题（第3套）的仔细阅读部分，属于社会类话题，讨论身份识别方式的转变。,句子长度35词，属于中等偏长句，包含比较结构“rather than”和定语从句，但结构清晰，符合真题级例句难度。,2021,2021年12月六级真题(第3套),careful_reading,cet6
06113a1b-9c64-4741-88c2-8d6f07fd5339,f99cd3f8-9674-41e8-9055-a99f33eabb51,1,"For snobs, it is the already acclaimed and already successful who are the only ones worthy of respect.",对于势利小人来说，只有那些已经备受赞誉和已经成功的人才值得尊重。,respect,respect 在本句中作名词，意为“尊敬，尊重”，与形容词 worthy of 搭配构成短语 worthy of respect，表示“值得尊重”。,该句出自2025年6月六级真题（第3套）的仔细阅读部分，属于社会文化类语境，讨论势利眼对成功者的态度。,句子长度适中（18词），结构清晰，包含强调句型 it is...who...，但无复杂从句，符合真题级例句难度。,2025,2025年6月六级真题(第3套),careful_reading,cet6
