word_id,relation_type,related_index,related_word_id,spelling,display_text,meaning
79b31af7-b49f-42d9-b595-8a463d7a022c,antonym,1,dfc0fc95-d463-4a0e-b57f-97240bb3ee99,positive,positive,a. 积极的
04e2c888-2ea9-4b54-98ac-abdb9c754bff,near_synonym,1,40860f0a-69d4-4d94-8f4f-55c1657f37aa,contain,contain,vt. 包含
04e2c888-2ea9-4b54-98ac-abdb9c754bff,derivative,1,50b18596-37f0-462a-9e14-b80b9c24d8fb,involvement,involvement,n. 参与
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,derivative,1,d1709b57-ccab-4b6b-ace6-098edc86eba6,remainder,remainder,n. 剩余物
3c1f093c-3bca-4b0d-bec1-684e50dbe669,near_synonym,1,55da594e-f160-48ad-9cb3-bddacc080ca8,distinctive,distinctive,a. 独特的
3c1f093c-3bca-4b0d-bec1-684e50dbe669,derivative,1,d6e49bfb-d7c5-4f50-9948-c8879a0981dc,individualism,individualism,n. 个人主义
3c124513-6a6b-4b23-8593-9216c752b960,near_synonym,1,39bcb370-86fb-490b-9036-0673998bf185,allow,allow,vt. 允许
3c124513-6a6b-4b23-8593-9216c752b960,derivative,1,0764fb03-4c0e-4e13-8d2a-c206470372ec,permission,permission,n. 准许
ddcc579b-8efe-41f6-907e-a2235a56125a,near_synonym,1,344f6de6-fc12-4b6f-881d-7b49c9e5726a,specialist,specialist,n. 专家
ddcc579b-8efe-41f6-907e-a2235a56125a,derivative,1,38644c88-1825-4205-b3d5-791917cd0b1e,expertise,expertise,n. 专长
266f87e2-2d93-4ad2-a791-db3db12a0b98,near_synonym,1,2c8681c3-68b9-423f-8b16-7299a8850664,contrast,contrast,n./vt. 对比
266f87e2-2d93-4ad2-a791-db3db12a0b98,derivative,1,b7a2a5f7-638e-4307-adf3-f0befaa76edd,comparison,comparison,n. 比较
664ad8e8-765c-4906-bffe-67c49bc501d0,near_synonym,1,671b4241-bcfa-4f4f-ad47-6c21fe4ffac3,exchange,exchange,n. 交流
4778cd3f-bc4f-4132-9328-d25bf386abdf,near_synonym,1,a484403c-0eb2-4f85-a4c5-7b41b753a036,execute,execute,vt. 执行
4778cd3f-bc4f-4132-9328-d25bf386abdf,derivative,1,fc4070f8-bf57-4626-aea1-1cb127778a1c,performance,performance,n. 表演
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,near_synonym,1,d2121964-5715-4d68-aa7b-5fd0e92d9fd2,debate,debate,n. 辩论
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,derivative,1,54cd4234-af2e-48d5-9c32-1fadcd7f7fd3,argumentative,argumentative,a. 好辩的
3e02e135-28cd-4d89-8216-dd4fad2cafb2,near_synonym,1,98e872db-259a-421e-9715-ffc5cdd6f6c9,passage,passage,n. 通道
3e02e135-28cd-4d89-8216-dd4fad2cafb2,derivative,1,3c9140b3-d8c8-4dd7-8c73-7a1d9eb67d48,accessible,accessible,a. 可到达的
60b2441a-5f64-4d9c-95df-ded5ef1760e4,derivative,1,7bea04fe-970a-4779-9ce8-daa5fd051a45,potentially,potentially,ad. 潜力
72cfda17-980d-453b-ada5-7f5f026cc6a1,near_synonym,1,cb6917ef-4ab2-413c-8d40-75b548ea9dc7,grumble,grumble,v. 抱怨
72cfda17-980d-453b-ada5-7f5f026cc6a1,derivative,1,95a50d0f-1795-4310-b6cf-6b78952f234f,complaint,complaint,n. 抱怨
75e045e6-7ddf-4083-b80d-40cb2af374a5,near_synonym,1,f8f44428-a2af-4a51-bcec-4c26d1c3178a,declare,declare,vt. 宣称
75e045e6-7ddf-4083-b80d-40cb2af374a5,derivative,1,35ed7139-66c8-4405-8c62-b34f4fadd00c,claimant,claimant,n. 索赔人
e127cbaf-3f17-41f0-965d-5edd14b4cd7e,derivative,1,2a6138d0-bac6-47eb-a241-6de56d59b0af,graduation,graduation,n. 毕业
4896c161-4fb0-4cdd-ba73-03582f46f96a,near_synonym,1,0617047d-69fc-4660-9311-dc4b8801a98c,mood,mood,n. 情绪
4896c161-4fb0-4cdd-ba73-03582f46f96a,derivative,1,144d99e2-cc1c-452d-af80-08bdb12ee29f,emotional,emotional,a. 情绪上的
ca2bfdbb-9fb8-49ef-8f89-f10e7a04333d,near_synonym,1,b91133e3-1062-4d0e-817c-eb19c19cc7f9,element,element,n. 要素
00159592-e62b-46e2-9c49-0f0687a4e2d9,antonym,1,57a031b0-45fb-4101-bc9c-3a22c489311d,ineffective,ineffective,a. 无效果的
00159592-e62b-46e2-9c49-0f0687a4e2d9,derivative,1,f229443a-19c9-46fe-a3ac-a8c6ef0910a6,effectiveness,effectiveness,n. 有效性
2eb080a9-bc73-46b5-9cbf-5eeb238bd387,near_synonym,1,1420ef01-c974-49c6-96d1-1e1f75feea27,identify,identify,vt. 认出
2eb080a9-bc73-46b5-9cbf-5eeb238bd387,derivative,1,4dfd7c52-b8af-44a7-8173-e156a9bb73e8,recognizable,recognizable,a. 容易认出的
231cfcab-e78e-458f-9f98-c39b82fca0f2,derivative,1,27430e01-df9e-44fd-9e03-e820ad347e36,cognition,cognition,n. 认知；认识
890ae9d5-f16b-499f-b1a0-f06dfb765f50,near_synonym,1,bcd119d6-164b-434d-9a11-20aedb4d7c27,donate,donate,vt. 捐赠
890ae9d5-f16b-499f-b1a0-f06dfb765f50,derivative,1,b78a2f42-08dc-4cf4-b97b-d6248a8ffe28,contribution,contribution,n. 贡献
05947739-2df7-420a-bbb3-329dd51f8cd1,near_synonym,1,8516bce1-dffb-41e3-b238-8eb8457fc3ec,area,area,n. 区域，地区
05947739-2df7-420a-bbb3-329dd51f8cd1,derivative,1,be00046f-4666-40fd-b9b5-fae7b353b2d6,regional,regional,a. 区域的，地区的
2e2cbf9d-2e21-4eb5-a751-c5c31dd10e07,near_synonym,1,1786f89b-b832-47e5-bf1f-d856ea640210,supervise,supervise,v. 管理
2e2cbf9d-2e21-4eb5-a751-c5c31dd10e07,derivative,1,d57613e6-e0c7-4fbf-9e74-ee008ce4d627,manager,manager,n. 经理
bbaa98ad-99b6-464a-b30d-184ed476130f,near_synonym,1,abad5415-0799-477e-b785-de501aa45603,supervision,supervision,n. 管理
bbaa98ad-99b6-464a-b30d-184ed476130f,near_synonym,2,8ca613a8-2bc4-4121-9f91-b27021f1a8b4,administration,administration,n. 管理
e733d044-6422-42b9-bac7-cde5b7738e5e,derivative,1,56dbe20d-3ebe-4872-983e-0787cec6536a,solution,solution,n. 解决办法
e733d044-6422-42b9-bac7-cde5b7738e5e,derivative,2,926e0aad-9160-48e1-9006-659f8ee1bfba,resolve,resolve,vt. 解决
cecd313e-b2cb-4a52-ae5f-718063c44d2d,near_synonym,1,dea8dfa5-3785-41e7-8212-c42656b66d06,assure,assure,vt. 确保
cecd313e-b2cb-4a52-ae5f-718063c44d2d,derivative,1,e716187e-c3be-4f6d-ac7b-7dc0b2d15d9e,insurance,insurance,n. 保险
e716187e-c3be-4f6d-ac7b-7dc0b2d15d9e,near_synonym,1,569bf0e8-6741-43d9-aad8-fbd8c2eec379,premium,premium,n. 保险费
e716187e-c3be-4f6d-ac7b-7dc0b2d15d9e,near_synonym,2,3c980581-4022-45ea-ab45-972b4f20f076,safeguard,safeguard,n. 保障措施
b4c2f137-7e74-46a1-8036-8150762c889a,antonym,1,6798ec79-2017-47f9-91aa-954d111471c1,discredit,discredit,vt. 使不相信
b4c2f137-7e74-46a1-8036-8150762c889a,derivative,1,e4525a79-0b27-4127-bb57-35f7dd2788a3,creditable,creditable,a. 值得赞扬的
084091b2-1bdc-457b-a227-5391db39d199,near_synonym,1,7b6a8971-c31c-4011-9989-a5174a54bc89,pitfall,pitfall,n. 陷阱
084091b2-1bdc-457b-a227-5391db39d199,near_synonym,2,d6dee250-1d13-4587-b946-30b9bc9213c7,dilemma,dilemma,n. 困境
09370f89-9e0c-48ef-9876-8790e5f1d145,near_synonym,1,16b45eff-9d43-4fb8-af5e-33969f54bfe1,co-worker,co-worker,n. 同事
3390f1f3-b7be-4f63-900a-7064bc3a0393,near_synonym,1,9546e52d-b5e9-4392-b3ad-9bc553ac3141,gadget,gadget,n. 小装置
3390f1f3-b7be-4f63-900a-7064bc3a0393,near_synonym,2,be378cad-48fa-4141-be1f-09d7e3a35025,facility,facility,n. 设备
f7eb273f-bb07-48c0-a062-a6160ef50d8f,near_synonym,1,0e9c67a2-16ae-4f65-ab84-050e039df715,participate,participate,vt. 参与
f7eb273f-bb07-48c0-a062-a6160ef50d8f,derivative,1,bf295b30-140d-4792-9a6e-b274081b35b9,engagement,engagement,n. 订婚；约会
bf295b30-140d-4792-9a6e-b274081b35b9,near_synonym,1,03a95fc4-fdb4-459d-8b63-e662ecff8fbf,appointment,appointment,n. 约会
ea1e022f-608e-448d-abce-9745c8ccfb76,near_synonym,1,9ae7c7d0-4538-49a4-a521-329547352094,mark,mark,n. 分数，成绩
ea1e022f-608e-448d-abce-9745c8ccfb76,derivative,1,d0600730-34d1-4ec7-b351-f993c2e382e5,scorer,scorer,n. 得分手；记分员
51506c5e-1407-4287-90d9-83b953a2571a,near_synonym,1,b12de166-9708-4013-be18-cda0cef8a051,happen,happen,vi. 发生；出现
51506c5e-1407-4287-90d9-83b953a2571a,derivative,1,dd7df190-f0c2-459e-b58e-5741db00cd88,occurrence,occurrence,n. 发生；出现
dd7df190-f0c2-459e-b58e-5741db00cd88,near_synonym,1,51c878f3-0bf5-4fc4-b695-865d69fed131,emergence,emergence,n. 出现
dd7df190-f0c2-459e-b58e-5741db00cd88,near_synonym,2,2267e29f-b11d-4e82-a830-6ad30c7f8332,appearance,appearance,n. 出现
00a62e6f-48f3-4ac1-80c9-ec016c8047bd,near_synonym,1,13d51750-674a-40b1-bd57-06b2a334314e,present,present,a. 现在的
00a62e6f-48f3-4ac1-80c9-ec016c8047bd,derivative,1,164fca39-df76-4eb9-bc6e-350366591a6c,currency,currency,n. 货币
a2ed2fb5-7b8f-4f5a-81b1-e449cd8fec2c,derivative,1,9df4c732-2982-415a-88a8-e6c47e51eba1,professorship,professorship,n. 教授的级别
a2ed2fb5-7b8f-4f5a-81b1-e449cd8fec2c,derivative,2,258c724a-e05d-403a-8ce9-352c9f66a47e,professional,professional,adj. 专业的
6827fc7c-16a4-457a-a96c-3121bb85925e,derivative,1,258c724a-e05d-403a-8ce9-352c9f66a47e,professional,professional,a. 专业的
6827fc7c-16a4-457a-a96c-3121bb85925e,derivative,2,66f709fd-ab05-4d3a-9b72-303084129873,professionalize,professionalize,vt. 使专业化
258c724a-e05d-403a-8ce9-352c9f66a47e,near_synonym,1,2144ffe6-d343-4374-afe3-89ef6414d661,specialized,specialized,adj. 专业的
258c724a-e05d-403a-8ce9-352c9f66a47e,antonym,1,05f68e09-01c6-445b-b28c-2aeca824c563,amateur,amateur,adj. 业余的
87f92c50-d208-4093-a080-88d9b2e3e53a,near_synonym,1,3ed2d33a-880c-4a01-b8d9-fd0d2815225c,monetary,monetary,a. 金融的
87f92c50-d208-4093-a080-88d9b2e3e53a,derivative,1,d8f2513c-8c50-424a-9a31-89f341c6d783,financier,financier,n. 金融家
594e513c-9ada-4313-9b93-a5a30881358e,derivative,1,cd52ddb5-1906-4969-b576-73722c1e50fb,application,application,n. 申请；应用
594e513c-9ada-4313-9b93-a5a30881358e,derivative,2,2d8cd65d-cd80-4328-92b7-c88db62a147a,applicable,applicable,a. 适用的
7590780b-589b-4d38-ae33-6a865d323a88,near_synonym,1,22ba3454-4792-4555-80e2-5b31a9827dc6,usable,usable,adj. 可用的
7590780b-589b-4d38-ae33-6a865d323a88,derivative,1,484b6394-33fc-436b-a02c-cbae0f1d07f9,availability,availability,n. 可用性
e264128c-5fa4-4a89-9331-f31b922ab80a,near_synonym,1,ce1c35e2-e24a-401b-a9a6-f6cefccb92fd,particular,particular,n. 细节
e264128c-5fa4-4a89-9331-f31b922ab80a,derivative,1,d3b66353-15ea-42f8-8d2f-eb50c77ac846,detailed,detailed,a. 详细的
bee11f4c-f1fb-4fcc-b02d-45f1054e161d,derivative,1,4e6a0841-26b0-4abe-be90-b982dd62f95b,embarrassment,embarrassment,n. 尴尬，难堪
7877c61c-ab13-487b-951b-c180dbe28f33,near_synonym,1,01ad0627-e397-493b-96b4-1a31a5257f1a,career,career,n. 职业
7877c61c-ab13-487b-951b-c180dbe28f33,antonym,1,537de570-c015-4531-b3b7-64735689ba48,unemployment,unemployment,n. 失业
537de570-c015-4531-b3b7-64735689ba48,antonym,1,7877c61c-ab13-487b-951b-c180dbe28f33,employment,employment,n. 就业
8077083d-ceb6-40d1-802d-0682b2cf436d,derivative,1,a25e6655-4c35-4e5b-8e58-1baadef2ff7c,employer,employer,n. 雇主
8077083d-ceb6-40d1-802d-0682b2cf436d,derivative,2,7877c61c-ab13-487b-951b-c180dbe28f33,employment,employment,n. 工作
d560157b-0bdf-46a8-b682-7a4dccd6e105,near_synonym,1,40bad968-376c-4b4a-a5e5-2ddcd67a3fcc,push,push,v. 按
d560157b-0bdf-46a8-b682-7a4dccd6e105,derivative,1,691b7a7b-29d7-4d99-b6ec-9aa114c9dbc8,pressure,pressure,n. 压力
691b7a7b-29d7-4d99-b6ec-9aa114c9dbc8,near_synonym,1,ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,stress,stress,n. 压力
691b7a7b-29d7-4d99-b6ec-9aa114c9dbc8,derivative,1,4fc650b3-670c-4008-b3d0-6f82f390291a,pressurize,pressurize,vt. 使迫不得已
2385cb79-80b5-46a8-a6f2-0d6480511e67,near_synonym,1,96a01154-7276-4822-af5d-10ec52d6917b,advance,advance,vt. 促进
2385cb79-80b5-46a8-a6f2-0d6480511e67,derivative,1,895dbe32-6185-4d36-9760-5562bbe061ff,promotion,promotion,n. 晋升，晋级
1137e05a-63c6-4bcd-938d-ebcf3127b1cb,near_synonym,1,939794d0-4718-45ac-8629-8661f61fc0b2,alike,alike,a. 相似的
1137e05a-63c6-4bcd-938d-ebcf3127b1cb,derivative,1,c32cd01a-c4db-492b-8ebb-3cd6144e2fe4,similarity,similarity,n. 类似，相似
4ee1cc0b-ee4a-4f1d-9ba0-89c8d784cc42,near_synonym,1,4bc93f20-51b7-406f-b751-713e19bf8545,utmost,utmost,a. 极度的
4ee1cc0b-ee4a-4f1d-9ba0-89c8d784cc42,derivative,1,71eff7d9-cf4d-4e8f-9c00-c2fb9c388ddc,extremely,extremely,ad. 非常
eeebc9db-9520-44df-aa1c-897cf23fd77d,near_synonym,1,073c6ba9-64b0-4681-85f6-5afdc2574e42,agreement,agreement,n. 一致
eeebc9db-9520-44df-aa1c-897cf23fd77d,derivative,1,793a484c-cfb3-4469-a157-2edbc9270540,identical,identical,a. 相同的
0e62b486-7689-4263-90e0-bbcdfaeb27b7,near_synonym,1,0aa702c8-4b4e-4d5e-8960-d4d2cdad9a20,mirror,mirror,vt. 反映；反射
0e62b486-7689-4263-90e0-bbcdfaeb27b7,derivative,1,00ca2ad7-53c1-4618-baa5-9e99fa01bb8f,reflection,reflection,n. 反映
00ca2ad7-53c1-4618-baa5-9e99fa01bb8f,near_synonym,1,4f31ba8c-433d-4da5-84ea-e4d2eb818c4e,consideration,consideration,n. 深思
00ca2ad7-53c1-4618-baa5-9e99fa01bb8f,derivative,1,4b2274d4-06c1-4ac6-bc65-40ec46f5b99c,reflective,reflective,a. 深思的
3319ed87-1dc8-436f-bc4d-f46eb6e8632c,derivative,1,bd0978bc-ee12-4bf7-8cfe-9fb5055ea729,biologist,biologist,n. 生物学家
3319ed87-1dc8-436f-bc4d-f46eb6e8632c,derivative,2,ce1b0839-8707-44d2-9090-82e01ec9c510,biological,biological,a. 生物学的
3697b98a-c7fb-4349-bf76-dde4db1fe62d,near_synonym,1,064c6348-075c-4639-9b09-2cc45c0b10de,manipulate,manipulate,vt. 操作
3697b98a-c7fb-4349-bf76-dde4db1fe62d,derivative,1,289e650e-e5a1-48e9-bcca-dd84090c1a65,operative,operative,a. 可使用的
b2add5d3-351e-43a0-92ef-7681e1297d2f,near_synonym,1,ebf4a809-4834-465f-97cc-f4011978cb6d,manipulation,manipulation,n. 操作
b2add5d3-351e-43a0-92ef-7681e1297d2f,derivative,1,3216c75d-1a32-46fc-a322-3eee3fe3e0dc,operational,operational,adj. 操作的
642656ba-5323-4961-82b3-64643c7cd222,derivative,1,b2add5d3-351e-43a0-92ef-7681e1297d2f,operation,operation,n. 操作
442ed84a-975d-4b0c-ac4a-f5c8fd955d7c,near_synonym,1,aa676b81-1daf-464c-8c0b-88da61d095fc,orderly,orderly,a. 有条理的
442ed84a-975d-4b0c-ac4a-f5c8fd955d7c,derivative,1,d3ad30f2-a9a3-4a9e-a098-26695315bb4c,systematically,systematically,ad. 系统地
88f473de-73b0-4b50-bfc9-95dda1522808,near_synonym,1,f23d1e9b-a51f-4396-b01d-309ba62ec94a,differ,differ,vi. 不同
88f473de-73b0-4b50-bfc9-95dda1522808,derivative,1,680d92f2-74b4-40e6-a056-1b71cfa86346,variation,variation,n. 变化
2afa7cc6-68ac-4c5a-93b5-6849f89e2acb,near_synonym,1,0147fe9e-829b-4d2f-8ef2-fdddeacc913f,diverse,diverse,a. 各种各样的
2afa7cc6-68ac-4c5a-93b5-6849f89e2acb,derivative,1,746b8392-9522-487a-a481-02342911fccd,variously,variously,adv. 以各种方式；不同地
1420ef01-c974-49c6-96d1-1e1f75feea27,near_synonym,1,2eb080a9-bc73-46b5-9cbf-5eeb238bd387,recognize,recognize,vt. 认出
355f7f24-f581-441d-a752-dda4fa80d78c,near_synonym,1,88323c21-6ab4-4258-b618-762b40583bea,direct,direct,v. 指挥
355f7f24-f581-441d-a752-dda4fa80d78c,derivative,1,6f54ce00-ed1c-4c50-8361-e699e96af5cc,conductor,conductor,n. 指挥
6dc070b7-43df-4c10-a302-fb25d8a643ea,derivative,1,2f723b38-d3cd-49ab-8451-617030674278,attachment,attachment,n. 附件
6dc070b7-43df-4c10-a302-fb25d8a643ea,derivative,2,a660150b-b495-402d-91d8-99101ba06aba,attached,attached,a. 依恋的；附属于
c526a12f-4fb7-4a70-ad1e-d4b5c103b31e,near_synonym,1,f4710ad8-9ea7-4c8a-a068-5fc5bddd81a2,extend,extend,vt. 扩大；扩展
c526a12f-4fb7-4a70-ad1e-d4b5c103b31e,antonym,1,8e275605-9f74-45f2-8991-1155e440ef73,contract,contract,v. 缩小
7534c469-0535-48e8-bf44-91326a77d1f4,antonym,1,77182f8d-de66-452b-8076-90fcb7a846e5,contraction,contraction,n. 缩小
7534c469-0535-48e8-bf44-91326a77d1f4,derivative,1,d2cadbbe-4483-4afc-b9e5-60919bbe878d,expansive,expansive,a. 广阔的
ad7df724-82b1-4fca-8d7d-c9ff1b183367,near_synonym,1,555a428b-889a-44f6-951e-90a0e94a66f4,portray,portray,vt. 描写
ad7df724-82b1-4fca-8d7d-c9ff1b183367,derivative,1,cf33c8c7-14f7-427a-a8aa-8d4d52a13992,description,description,n. 描述，描写
b812147a-48b9-44cd-ac30-6cdd47195cda,near_synonym,1,da90b514-585f-4709-a918-2ccb90a10a3d,declaration,declaration,n. 声明
b812147a-48b9-44cd-ac30-6cdd47195cda,near_synonym,2,08a7949e-21d4-4374-86fb-4d5ba5534bf4,representation,representation,n. 声明；陈述
51233dec-96ba-427f-b0fc-975d9c8b3aed,derivative,1,d579954d-3a41-48aa-95e7-e90610120d24,stereotypical,stereotypical,a. 模式化的
62c81eeb-f3f2-40d8-936c-75edbf2fd8da,near_synonym,1,57787610-87a9-4f56-8c22-a9cac1469ac7,organization,organization,n. 机构
62c81eeb-f3f2-40d8-936c-75edbf2fd8da,near_synonym,2,c43c4b6b-a406-44bc-883a-451f6c2e42d3,system,system,n. 制度
8cb9f11a-3fa2-486f-97da-85f07dbfc34e,derivative,1,e26a7b78-f2a1-46db-aec7-a1403655d607,ecological,ecological,adj. 生态的
8cb9f11a-3fa2-486f-97da-85f07dbfc34e,derivative,2,ffea08d1-5d9f-4f9d-b2f7-f14315d48e77,ecologist,ecologist,n. 生态学家
4c9c7221-44b8-4111-8dcb-1f4625dd8285,near_synonym,1,749bf6f5-f151-4701-84be-6bd001f974ec,renovation,renovation,n. 革新
4c9c7221-44b8-4111-8dcb-1f4625dd8285,derivative,1,31ce34f9-88d9-4cac-b782-e481e1db9b19,innovative,innovative,adj. 创新的
