word_id,collocation_id,order_index,phrase,meaning,example
149a3e48-c4aa-4e05-8b47-4a0c107b4888,dddcb547-c851-4d73-9003-e819cebd8190,4,economic independence,经济独立,
6ccd24f7-ab9a-4722-911f-583315e1071a,f5cad875-460c-4541-832c-ee38e1137eb6,1,build an economy,建设经济,
6ccd24f7-ab9a-4722-911f-583315e1071a,d9d6f152-abde-4f8d-85a4-8da3a4fffb0b,2,make a substantial economy,厉行节约,
6ccd24f7-ab9a-4722-911f-583315e1071a,0c808cc0-5347-4fbc-ab65-f87307fe1c1b,3,the global economy,全球经济,
b04b2bfd-c811-4daf-975f-2558361f4aac,099a2df2-872b-42cc-80fd-55ed06d213b0,1,be encouraged by...,受到……的激励,
b04b2bfd-c811-4daf-975f-2558361f4aac,292f2a75-8949-46c2-bbea-0aa5033abe7f,2,encourage fear,加剧恐惧,
b04b2bfd-c811-4daf-975f-2558361f4aac,4cbf1b69-2751-441a-a127-cd2f6c7eb012,3,encourage innovation,鼓励创新,
b04b2bfd-c811-4daf-975f-2558361f4aac,301c0fab-54ca-4078-890f-273eefdf923f,4,encourage sb. in sth.,在某事上鼓励某人,
b04b2bfd-c811-4daf-975f-2558361f4aac,59610c4e-1d46-402e-b489-f040e2c9c7c4,5,encourage sb. to do sth.,鼓励某人做某事,
b04b2bfd-c811-4daf-975f-2558361f4aac,c600e22b-9ec7-449b-b55a-410c4398051d,6,encourage violent behaviour,助长暴力行为,
ee509035-52e2-42d5-af8e-44cab931c3df,3c7436f2-fb12-42fd-9ef8-b815fc71d5ac,1,a passive attitude,消极的态度,
ee509035-52e2-42d5-af8e-44cab931c3df,6bb15fd3-4423-4a2b-aca2-2605c72db00a,2,a passive role,被动地位,
ee509035-52e2-42d5-af8e-44cab931c3df,1a966adf-a0b1-4ac9-8334-fa8e2ede124b,3,in a passive way,以消极的方式,
ee509035-52e2-42d5-af8e-44cab931c3df,0a8082c9-7c1d-430d-bfd2-d70ead0eeb4e,4,passive consumption,被动消费,
ee509035-52e2-42d5-af8e-44cab931c3df,268021be-a65d-4599-a41b-aef94957f8c2,5,passive smoking,吸二手烟,
ee509035-52e2-42d5-af8e-44cab931c3df,16aa6309-d6bd-4faf-a49c-7fd763e56db9,6,passive victims,被动的受害者,
1b28da07-c470-4d29-8814-43f2774a878a,80cd333a-6949-49a9-9965-254bf3ab77cf,1,a firm mattress,坚硬的床垫,
1b28da07-c470-4d29-8814-43f2774a878a,9ae35685-6c64-41a2-92ea-960fa3a28b5f,2,a marketing firm,营销公司,
1b28da07-c470-4d29-8814-43f2774a878a,55a8123c-bf8b-4695-a39f-160173e150e2,3,highlight the firm stand,强调坚定的立场,
1b28da07-c470-4d29-8814-43f2774a878a,32efb833-67a7-43da-be86-3517707913d2,4,leave a firm,离开公司,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,3abce0d3-8529-4e2b-90d7-8c9674fe1b59,1,an external impact,外部影响,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,9d436e10-b3d4-431a-8e76-a398bfd13f55,2,be impacted by sth.,受到某事的影响,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,c180ebd6-9291-4236-9eb3-fd13bebf2480,3,environmental impact,环境影响,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,2e97f138-a190-4aa0-857e-4ad37dcafdb4,4,have an impact on...,对……产生影响,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,0da30aee-3fbe-4645-9766-63826bb763f5,5,impact everyday life,影响日常生活,
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,5a339fa6-6670-4a18-b7bf-123c2b86cdf0,6,impact on...,对……有影响,
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,08ec03b8-17e7-4332-8b2c-0daa77e05bf4,1,confirm an agreement,批准协议,
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,77ca1594-1f1a-4d53-8552-5d47073b1f32,2,confirm an order,确认订单,
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,6b2035ce-4d3f-4df1-82d1-03ada0e12d1d,3,confirm sb. in sth.,使某人确信某事,
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,a4e018ac-a785-47f8-ade3-e0e8c8fbac5b,4,confirm what sb. said,证实某人说的话,
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,cbbfbea7-8441-4e80-a414-f8e12ce0f307,1,consume a product,消费产品,
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,91f4a2cf-7dfc-436f-bc43-a7fc8eed69a9,2,consume alcohol,喝酒,
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,b80819dc-9b41-43ba-ac88-34b925f46dab,3,consume cheese,吃奶酪,
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,85ee1abc-2260-41e6-9994-f6fcd93b726a,4,consume fuel,消耗燃料,
8ab9c302-698f-4983-982b-9cba3b580e39,53bcd8cb-6fdd-41d1-acf7-c8a88dbe2035,1,adapt to new surroundings,适应新环境,
8ab9c302-698f-4983-982b-9cba3b580e39,8c57b744-f6ad-4303-9738-e57ac4424925,2,blend into surroundings,融入周围环境,
8ab9c302-698f-4983-982b-9cba3b580e39,ed3e46d6-171b-49a3-9ea2-70ac80be6863,3,pleasant surroundings,令人愉快的环境,
8ab9c302-698f-4983-982b-9cba3b580e39,c6e26fec-1d5e-47b4-9cb5-3514318385e1,4,protective surroundings,受保护的环境,
dd63b5fb-0630-4771-b9c8-61a65da20bde,4163b0b8-0577-4787-b368-d9884f32ed9f,1,a lack of mates,缺少朋友,
dd63b5fb-0630-4771-b9c8-61a65da20bde,7ecfa5b1-a503-44a8-bcf8-80ed624955ba,2,a soul mate,灵魂伴侣,
dd63b5fb-0630-4771-b9c8-61a65da20bde,da7707f6-c005-4587-9e4a-e9549197fb9a,3,go mates with sb.,成为某人的伙伴,
dd63b5fb-0630-4771-b9c8-61a65da20bde,571161bb-397e-437e-ac52-655a3879561c,4,search for a mate,寻找伴侣,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,75300c65-d512-42ff-bad6-e0f7fc8c76f7,1,allay one’s concern,减轻某人的忧虑,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,11d81ba2-954a-49e4-a71f-14c12bb57441,2,be concerned with sth.,与某事有关,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,32f9fa1b-d69b-4dbd-bc3c-8953d38282f2,3,begin to concern sb.,开始担心某人,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,320f335a-9922-450f-a1c7-3d5412b53ac9,4,raise concerns about...,引起对……的担忧,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,ffc60aa1-a957-47db-bcf7-609bfce61f44,5,show concern for sth.,关心某事,
68ab6915-216f-4cb9-ac5b-f4770ae7bebd,fb70dc5c-db1a-4c95-9a13-5f000261c0f3,6,widespread concern,普遍的担心,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,b5b1d0d5-ef1a-4bc7-91ad-8fa1d6946aab,1,adopt a relaxed pose,摆出悠闲的姿势,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,d72b12b2-882b-47c6-aa36-6c03b25311da,2,pose a challenge,引起挑战,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,145c7d27-6f6c-43fa-9cc1-54278c7882c6,3,pose a question,提问,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,783e3132-d73e-49c4-8594-2ce8e61ecf68,4,pose a risk,造成危险,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,4e14d165-80b2-4dba-9027-e9aa33e9dfc9,5,pose for a photograph,为拍照摆好姿势,
4a3458b5-0cb6-41ac-99d8-6254eacb5376,d68e83a9-6121-4079-8dfb-48f15cbc1f25,6,pose no threat to sth.,对某物不构成威胁,
dfc0fc95-d463-4a0e-b57f-97240bb3ee99,333c1c42-bb50-4f78-a117-ba2887c049d9,1,a positive effect,积极影响,
dfc0fc95-d463-4a0e-b57f-97240bb3ee99,c6dd8529-49e0-43ab-a153-0836e215bb10,2,a positive example,正面的榜样,
dfc0fc95-d463-4a0e-b57f-97240bb3ee99,78b8ae5f-2ea4-4dc4-ab95-68b659e941c0,3,a positive habit,积极的习惯,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,3f2e39f4-ce05-4ad8-96fd-f07d0c2b1b8f,1,a thinking process,思考过程,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,7c23a738-78e3-4d3f-bd36-af18e79b3711,2,be processed in some way,用某种方式加工,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,4e190f7f-656b-49ef-9b40-eb58468f9a48,3,in the process of sth.,在做某事的过程中,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,328c6a7e-0365-46a4-8ae8-edec3737c689,4,process information,处理信息,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,bb970f22-1883-4654-a2ae-774de9153807,5,process the application,审核申请书,
57a78b1c-e985-4e8f-8fbc-486776feaf6c,df3b2a42-0ba5-4f27-83dd-9d2c39731cee,6,the globalization process,全球化进程,
09de9eb6-5bde-44b4-81c1-5145759489af,4219d823-af2f-4a32-add5-a951943c0935,1,communicate a disease,传染疾病,
09de9eb6-5bde-44b4-81c1-5145759489af,c96836d7-5d16-4484-8d8e-1ce772370d0d,2,communicate by email,以邮件形式沟通,
09de9eb6-5bde-44b4-81c1-5145759489af,68b9f417-4186-4689-b930-c555b3980bad,3,communicate effectively,有效沟通,
09de9eb6-5bde-44b4-81c1-5145759489af,e221c22c-63d4-438a-8af3-23e3efab041b,4,communicate sth. to sb.,传达某事给某人,
09de9eb6-5bde-44b4-81c1-5145759489af,9ac6b668-c91b-415c-91a0-63a625001915,5,communicate sth. with sb.,与某人沟通某事,
09de9eb6-5bde-44b4-81c1-5145759489af,a8cf451e-171e-4d24-b9d7-006650dd700c,6,communicate with sb.,与某人沟通,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,1727d902-197a-41fc-8814-f46c57189f19,1,academic communities,学术团体,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,d456e8dc-0b69-4713-9f7e-1c96e3272cf8,2,all parts of the community,社会各阶层,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,3d7b66ff-47d4-49f7-bc2f-e99f092eb688,3,community groups,社区团体,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,589c0bf8-fbf3-4a47-9a60-7cbf70b4549a,4,community welfare,社区福利,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,e5979457-717b-4a1f-b8bc-b5c0ed1bb30e,5,the community service,社区服务,
8f4dafed-ccc8-417e-adec-bc10c39d86ec,4f2e4ca0-df6b-4f1b-8bef-82d31c5261d3,6,the medical community,医疗界,
49712486-7250-4285-8335-3214c46da5d8,3bb31d49-d240-4a74-8cf3-e4580f9fad88,1,reject a transplanted organ,排斥移植器官,
49712486-7250-4285-8335-3214c46da5d8,d3342b34-42fe-4ebb-a826-f5e4e2e12b3f,2,reject an applicant,拒绝申请者,
49712486-7250-4285-8335-3214c46da5d8,4297c1ee-92a7-4fd7-888d-1662b13b03c2,3,reject the culture of...,不接受……的文化,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,effe8cfc-ed12-4528-a578-970ddb02d37f,1,a digital divide,数字化差异,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,3417c9c7-5148-4644-9203-4990580965d1,2,divide A by B,A 除以 B,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,d09e7fec-3a1d-4c5d-8417-2a705ec50efb,3,divide rapidly,迅速分裂,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,80acf60a-54ce-4727-b77c-4001b1318368,4,divide sth. among...,把某物分配给……,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,4aed1761-3425-478d-85d7-25388cdb48c1,5,divide sth. into...,把某物分成……,
4dab4c11-8ee4-443a-b76f-b51e0635e3ea,df248915-9bd5-4280-9023-c7e452d0a2bd,6,reinforce a divide,加剧分歧,
b43a9f9d-b11f-485f-8f57-e26adfe58791,85d747f2-1a66-4bb3-9167-0b26dda50b6c,1,a mass medium,大众传媒,
b43a9f9d-b11f-485f-8f57-e26adfe58791,d97fe330-a31c-4581-a750-cf744fe7cad4,2,a medium for sth.,做某事的方法,
b43a9f9d-b11f-485f-8f57-e26adfe58791,758ec0cf-31a3-47ea-8ccd-761583ddcebc,3,a news medium,新闻媒介,
b43a9f9d-b11f-485f-8f57-e26adfe58791,2c7a976f-08bd-4f23-a640-09fa7a1ec11e,4,a single medium,单一媒介,
b43a9f9d-b11f-485f-8f57-e26adfe58791,a2cc6e7d-0802-4a08-afef-b154d3b27fc0,5,in the medium term,在中期,
b43a9f9d-b11f-485f-8f57-e26adfe58791,77c78bdc-625d-4f6a-8633-e18c7c3edf1c,6,use sth. as a medium,把某物作为媒介,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,7fec5efb-8c07-42f7-9534-4f94494a6006,1,a basic design,基本布局,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,e69c215a-7100-4f6a-b837-5747a7838e55,2,a clever design,精巧的设计,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,9267984f-3b5c-4ef8-9c7e-6e3d7a42178c,3,compensation design,薪酬设计,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,4605e8e8-ce88-4f6d-ba1d-62ab510d69b6,4,design the equipment,设计装备,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,85b0d7d8-1de6-411f-888d-4506804dfdd3,5,space design,空间布局,
36911b43-31e2-4d1d-8fcd-8d26a12012d6,6ad1974e-d9b3-444c-8786-4586bd999e70,6,the design of a product,产品的构思,
b0805971-d99c-41de-bb21-9d9ff49693a4,a1cc0fa7-d3cf-465f-ab53-c775fdf69392,1,a keyboard command,键盘指令,
b0805971-d99c-41de-bb21-9d9ff49693a4,2240c30b-88e0-4021-a806-421ae15c67d8,2,command A with B,用 B 掌控 A,
b0805971-d99c-41de-bb21-9d9ff49693a4,cb2ef13d-ce09-473e-b81e-5915be2ac25a,3,command a force,指挥军队,
b0805971-d99c-41de-bb21-9d9ff49693a4,35b19695-b9b3-427a-a830-8a6e8c67f08d,4,command a position,赢得地位,
b0805971-d99c-41de-bb21-9d9ff49693a4,e7ebaabb-19df-41d7-9636-64a4bb9a8737,5,give a command,下达命令,
b0805971-d99c-41de-bb21-9d9ff49693a4,63aee2b8-6403-4e97-b53b-15decfc3926d,6,have no right to command,没有权利指挥,
443c4f81-060e-4551-aaac-16368efcbc88,53a61974-d9e8-4d1e-9200-d4194e27fcc1,1,a demand for sth.,对某物的要求,
443c4f81-060e-4551-aaac-16368efcbc88,1a066f75-e328-4a21-8186-c19bf9c901b6,2,an emotional demand,情感需求,
443c4f81-060e-4551-aaac-16368efcbc88,8fd64ddf-0a32-4e87-bab5-b97a65dc3b87,3,demand attention,需要注意力,
443c4f81-060e-4551-aaac-16368efcbc88,8bfb0537-cb46-4bb7-8104-4de065b094b7,4,demand high profits,要求高利润,
443c4f81-060e-4551-aaac-16368efcbc88,21b515c9-a0de-4c84-a745-c02342e294b8,5,meet one's demands,满足某人的要求,
443c4f81-060e-4551-aaac-16368efcbc88,952c0149-2d65-42f2-ac97-b2923b88f608,6,the big drop in demand,需求大幅下降,
f511b2e0-e72d-4b5e-b9e3-202ed9d46351,9b346883-06a4-4b87-90e2-8c167b8665b6,1,a mental coach,心理培训师,
f511b2e0-e72d-4b5e-b9e3-202ed9d46351,67a8dd43-d5e9-42b1-94be-c161ddfa7b2f,2,make a mental note,记在脑海中,
f511b2e0-e72d-4b5e-b9e3-202ed9d46351,d6c979e2-db00-47c6-8bb6-534e94b0ddc7,3,mental activity,精神活动,
f511b2e0-e72d-4b5e-b9e3-202ed9d46351,95334cd3-40da-400a-91c7-f40d7f5c97c6,4,mental labour,脑力劳动,
79b31af7-b49f-42d9-b595-8a463d7a022c,971ed225-54b5-427b-b19e-77bbc73b6aff,1,a negative comment,负面评论,
79b31af7-b49f-42d9-b595-8a463d7a022c,0d73290c-fecb-4e6e-bff8-af94a4493039,2,a negative emotion,消极情绪,
79b31af7-b49f-42d9-b595-8a463d7a022c,92fb3d2c-5a0a-42b9-91da-699357eaa74c,3,a negative implication,贬义,
79b31af7-b49f-42d9-b595-8a463d7a022c,f8b69b06-c161-4ac2-ba6e-04f546b7cc1b,4,a negative trend,否定的倾向,
79b31af7-b49f-42d9-b595-8a463d7a022c,61670f4a-e590-4a27-8434-e93730cfd4c8,5,reduce a negative effect,减少消极影响,
bea0a00a-7b6a-42fe-8f94-29f8645199d4,159ccbe8-02ff-49c7-b74f-fbcd38830e78,1,a group-living species,群居物种,
bea0a00a-7b6a-42fe-8f94-29f8645199d4,30143eb4-9f89-4eb7-97e5-54d0cd590a2b,2,a threatened species,濒危物种,
bea0a00a-7b6a-42fe-8f94-29f8645199d4,619d3f2b-9d1a-4905-b3d3-1fe0a5b208e6,3,species of trees,树木的种类,
bea0a00a-7b6a-42fe-8f94-29f8645199d4,0bfed85a-9e9d-4211-83ee-1a5d154baf63,4,the diversity of species,物种多样性,
149ffc3d-71e1-44dd-a403-b92ce9a6a0a5,a6071549-5c4b-42c5-836d-96ac416efcd4,1,a decade later,十年后,
149ffc3d-71e1-44dd-a403-b92ce9a6a0a5,c9b430f7-5d45-4c00-95c1-8e8c65a513d6,2,for several decades,几十年来,
149ffc3d-71e1-44dd-a403-b92ce9a6a0a5,61aa3519-138d-41d8-9832-4da5866c82d0,3,over the past decade,在过去的十年里,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,c14a09ef-104d-4d31-9177-0c2846ce3cc2,1,involve all members,包含全体成员,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,27ddd78b-60e8-4006-a900-25b1f047958b,2,involve certain factors,包含特定因素,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,7e4f9db0-f72c-45e4-a6a8-6457f270beef,3,involve doing sth.,涉及做某事,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,d6995b2e-adba-45b9-bec9-b2977958fe4c,4,involve sb. in doing sth.,需要某人做某事,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,ac0684ba-c78a-4ede-9eab-672f32c5ea22,5,involve sb. in sth.,使某人参与某事,
04e2c888-2ea9-4b54-98ac-abdb9c754bff,2d02f417-b12c-494a-992f-f12dfca9991a,6,involve some concerns,涉及一些问题,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,7ed18c2c-1a52-4c5d-825e-e0c17c190fd1,1,remain in the brain,保留在大脑中,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,fe5587d2-6705-471d-ab17-59e46e3a9c7c,2,remain in the city,留在这座城市,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,d1242ced-5b02-46e2-a38d-f51af96c4941,3,remain optimistic,保持乐观,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,4cb73a38-cebf-4435-8e72-9b3dfded74ea,4,remain the exception,仍属于例外,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,1aae1ad1-b50f-4a82-a005-4b019e1c95c5,5,remain the same,保持一致,
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,b3f11c4f-8cdc-45a5-b6bd-5a4df44f04e7,6,remain unchanged,保持不变,
3c1f093c-3bca-4b0d-bec1-684e50dbe669,94839454-8da0-42c2-b705-f48aaa78794e,1,a special individual,特殊个体,
3c1f093c-3bca-4b0d-bec1-684e50dbe669,dcb06569-3a0f-44ec-8316-019421abcf1b,2,be directed at an individual,针对个人,
3c1f093c-3bca-4b0d-bec1-684e50dbe669,28a55964-d33b-435e-8bc0-461492b1827e,3,make an individual decision,单独做决定,
3c124513-6a6b-4b23-8593-9216c752b960,01d4e6e5-9c9a-46a4-be15-e11ce8ddc3b0,1,a residence permit,居住许可证,
3c124513-6a6b-4b23-8593-9216c752b960,35475fd8-af17-4b05-b79e-992d68d6293e,2,apply for a permit,申请许可证,
3c124513-6a6b-4b23-8593-9216c752b960,0ebc7010-0f5a-4902-9078-bd20ae2aada5,3,permit sb. to do sth.,允许某人做某事,
3c124513-6a6b-4b23-8593-9216c752b960,05e8bd74-091a-4e21-9462-f7462c079871,4,permit urban living,使城市生活成为可能,
ddcc579b-8efe-41f6-907e-a2235a56125a,690f299b-0c5c-47f1-be39-ebe8b2d95194,1,a flu expert,流感专家,
ddcc579b-8efe-41f6-907e-a2235a56125a,b318e001-d795-4204-9175-5e5845ae437a,2,a marriage expert,婚姻专家,
ddcc579b-8efe-41f6-907e-a2235a56125a,e32e8f2e-29fc-46b2-8604-08c6e0cc3a19,3,an expert in...,……方面的专家,
ddcc579b-8efe-41f6-907e-a2235a56125a,ad333516-29f4-4dd3-8a4e-e773f679ea4d,4,an expert performer,熟练的演员,
ddcc579b-8efe-41f6-907e-a2235a56125a,e5bb4765-ec2c-46ea-9225-fea16ba4eb1e,5,ask for expert advice,征求专家的意见,
ddcc579b-8efe-41f6-907e-a2235a56125a,c61a90a5-1117-4364-bc4c-73d393185b5b,6,be expert at doing sth.,做某事很内行,
266f87e2-2d93-4ad2-a791-db3db12a0b98,b4d2e760-595d-4cda-a94f-6d3910ed9f8a,1,be compared with...,与……相比,
266f87e2-2d93-4ad2-a791-db3db12a0b98,bb8d2acd-3e32-4dfe-ada8-014857591c3d,2,compare A and B,比较 A 和 B,
266f87e2-2d93-4ad2-a791-db3db12a0b98,b0116965-2836-4615-a4b5-fe71ca9f4f6a,3,compare favourably with sth.,与某物相媲美,
266f87e2-2d93-4ad2-a791-db3db12a0b98,e43f2e06-c0cb-4bb0-9f14-ef2b89757368,4,compare products,将产品进行比较,
664ad8e8-765c-4906-bffe-67c49bc501d0,cf027bfe-c4a4-40c3-8bf6-3da69f263fd7,1,be in communication with sb.,与某人保持联络,
664ad8e8-765c-4906-bffe-67c49bc501d0,41a48e27-4802-4804-a75e-b29b05cd250f,2,communication costs,通信费用,
664ad8e8-765c-4906-bffe-67c49bc501d0,12eb3c55-a20d-466b-8334-e54d89cd45c1,3,communication skills,沟通技巧,
664ad8e8-765c-4906-bffe-67c49bc501d0,ea7d5c03-ecfd-4b21-93ec-c1927bc8cb5a,4,lack of communication,缺少交流,
664ad8e8-765c-4906-bffe-67c49bc501d0,3f78312d-9214-4da7-953e-e06b1bbea2d2,5,mass communication,大众传播,
664ad8e8-765c-4906-bffe-67c49bc501d0,10923811-7cc3-455b-940f-e8cc8e5f0618,6,via communication,通过交流,
4778cd3f-bc4f-4132-9328-d25bf386abdf,60bd3386-54de-461b-a56a-c6c6506b60fd,1,be performed by sb.,由某人表演,
4778cd3f-bc4f-4132-9328-d25bf386abdf,3af5e698-eed0-458b-9479-d688a5a713e0,2,perform an activity,执行活动,
4778cd3f-bc4f-4132-9328-d25bf386abdf,344bdbff-fd20-4ee7-a4c5-0ef52ce4b8ad,3,perform better in...,在……中表现得更好,
4778cd3f-bc4f-4132-9328-d25bf386abdf,e7118489-a2e7-4d38-b2f7-a673d3411de2,4,perform duties,履行职责,
4778cd3f-bc4f-4132-9328-d25bf386abdf,0d96afa8-a98d-4ba3-bee1-8b182573fe35,5,perform on the flute,演奏长笛,
4778cd3f-bc4f-4132-9328-d25bf386abdf,367e55f2-f317-43b1-9492-fe1e53b7077a,6,perform surgery,做手术,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,97b97030-6c61-4907-9978-266d93f8dfea,1,a powerful argument,有力的论据,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,37480a68-8580-441e-9514-3371420ea11d,2,accept one’s argument,接受某人的论点,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,b87f6ee9-31f2-488f-9431-47e1bc9ab9b4,3,an argument about sth.,关于某事的争论,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,ec2cb421-b6f3-4763-926f-58109bf660c7,4,prompt an argument,引发争论,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,9763e233-7619-4bc4-8433-721bc98db062,5,try to avoid arguments,试图避免争论,
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,3ca6168d-7899-46dc-accb-fa8d3867d67b,6,without argument,未做争辩,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,dad36b62-c11a-404f-98e8-54f86d43cdd6,1,access a database,访问数据库,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,498884fe-065b-4744-a6ea-65a588bff574,2,access to sth.,对某物的使用权,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,538f22ea-82b7-433c-bc7c-ee494fd994c0,3,give access to sb.,方便某人进入,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,827fffc3-0d00-4d4f-b1a7-0b6f9b534518,4,illegally access a file,非法获取文件,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,9a01c1aa-de07-4cff-a96c-4ff3fceca0f8,5,ready access,容易获取,
3e02e135-28cd-4d89-8216-dd4fad2cafb2,6ce9ac78-35be-46b2-882a-2cafcacde5c0,6,the only access to sp.,进入某地的唯一通道,
60b2441a-5f64-4d9c-95df-ded5ef1760e4,a13ce511-62c6-4892-a051-a9b78880b275,1,a potential solution,潜在方法,
