word_id,relation_index,relation_type,related_word_count
f511b2e0-e72d-4b5e-b9e3-202ed9d46351,2,derivative,1
79b31af7-b49f-42d9-b595-8a463d7a022c,1,near_synonym,1
79b31af7-b49f-42d9-b595-8a463d7a022c,2,antonym,1
04e2c888-2ea9-4b54-98ac-abdb9c754bff,1,near_synonym,1
04e2c888-2ea9-4b54-98ac-abdb9c754bff,2,derivative,1
e2e76bc6-ac70-4680-a68e-64a85d9e5b50,1,derivative,1
3c1f093c-3bca-4b0d-bec1-684e50dbe669,1,near_synonym,1
3c1f093c-3bca-4b0d-bec1-684e50dbe669,2,derivative,1
3c124513-6a6b-4b23-8593-9216c752b960,1,near_synonym,1
3c124513-6a6b-4b23-8593-9216c752b960,2,derivative,1
ddcc579b-8efe-41f6-907e-a2235a56125a,1,near_synonym,1
ddcc579b-8efe-41f6-907e-a2235a56125a,2,derivative,1
266f87e2-2d93-4ad2-a791-db3db12a0b98,1,near_synonym,1
266f87e2-2d93-4ad2-a791-db3db12a0b98,2,derivative,1
664ad8e8-765c-4906-bffe-67c49bc501d0,1,near_synonym,1
4778cd3f-bc4f-4132-9328-d25bf386abdf,1,near_synonym,1
4778cd3f-bc4f-4132-9328-d25bf386abdf,2,derivative,1
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,1,near_synonym,1
7eee6b38-273d-4f6a-8ca1-1135a5c0f9bf,2,derivative,1
3e02e135-28cd-4d89-8216-dd4fad2cafb2,1,near_synonym,1
3e02e135-28cd-4d89-8216-dd4fad2cafb2,2,derivative,1
60b2441a-5f64-4d9c-95df-ded5ef1760e4,1,derivative,1
72cfda17-980d-453b-ada5-7f5f026cc6a1,1,near_synonym,1
72cfda17-980d-453b-ada5-7f5f026cc6a1,2,derivative,1
75e045e6-7ddf-4083-b80d-40cb2af374a5,1,near_synonym,1
75e045e6-7ddf-4083-b80d-40cb2af374a5,2,derivative,1
e127cbaf-3f17-41f0-965d-5edd14b4cd7e,1,derivative,1
4896c161-4fb0-4cdd-ba73-03582f46f96a,1,near_synonym,1
4896c161-4fb0-4cdd-ba73-03582f46f96a,2,derivative,1
ca2bfdbb-9fb8-49ef-8f89-f10e7a04333d,1,near_synonym,1
00159592-e62b-46e2-9c49-0f0687a4e2d9,1,antonym,1
00159592-e62b-46e2-9c49-0f0687a4e2d9,2,derivative,1
2eb080a9-bc73-46b5-9cbf-5eeb238bd387,1,near_synonym,1
2eb080a9-bc73-46b5-9cbf-5eeb238bd387,2,derivative,1
231cfcab-e78e-458f-9f98-c39b82fca0f2,1,derivative,1
890ae9d5-f16b-499f-b1a0-f06dfb765f50,1,near_synonym,1
890ae9d5-f16b-499f-b1a0-f06dfb765f50,2,derivative,1
05947739-2df7-420a-bbb3-329dd51f8cd1,1,near_synonym,1
05947739-2df7-420a-bbb3-329dd51f8cd1,2,derivative,1
2e2cbf9d-2e21-4eb5-a751-c5c31dd10e07,1,near_synonym,1
2e2cbf9d-2e21-4eb5-a751-c5c31dd10e07,2,derivative,1
bbaa98ad-99b6-464a-b30d-184ed476130f,1,near_synonym,2
e733d044-6422-42b9-bac7-cde5b7738e5e,1,derivative,2
cecd313e-b2cb-4a52-ae5f-718063c44d2d,1,near_synonym,1
cecd313e-b2cb-4a52-ae5f-718063c44d2d,2,derivative,1
e716187e-c3be-4f6d-ac7b-7dc0b2d15d9e,1,near_synonym,2
b4c2f137-7e74-46a1-8036-8150762c889a,1,antonym,1
b4c2f137-7e74-46a1-8036-8150762c889a,2,derivative,1
084091b2-1bdc-457b-a227-5391db39d199,1,near_synonym,2
09370f89-9e0c-48ef-9876-8790e5f1d145,1,near_synonym,1
3390f1f3-b7be-4f63-900a-7064bc3a0393,1,near_synonym,2
f7eb273f-bb07-48c0-a062-a6160ef50d8f,1,near_synonym,1
f7eb273f-bb07-48c0-a062-a6160ef50d8f,2,derivative,1
bf295b30-140d-4792-9a6e-b274081b35b9,1,near_synonym,1
ea1e022f-608e-448d-abce-9745c8ccfb76,1,near_synonym,1
ea1e022f-608e-448d-abce-9745c8ccfb76,2,derivative,1
51506c5e-1407-4287-90d9-83b953a2571a,1,near_synonym,1
51506c5e-1407-4287-90d9-83b953a2571a,2,derivative,1
dd7df190-f0c2-459e-b58e-5741db00cd88,1,near_synonym,2
00a62e6f-48f3-4ac1-80c9-ec016c8047bd,1,near_synonym,1
00a62e6f-48f3-4ac1-80c9-ec016c8047bd,2,derivative,1
a2ed2fb5-7b8f-4f5a-81b1-e449cd8fec2c,1,derivative,2
6827fc7c-16a4-457a-a96c-3121bb85925e,1,derivative,2
258c724a-e05d-403a-8ce9-352c9f66a47e,1,near_synonym,1
258c724a-e05d-403a-8ce9-352c9f66a47e,2,antonym,1
87f92c50-d208-4093-a080-88d9b2e3e53a,1,near_synonym,1
87f92c50-d208-4093-a080-88d9b2e3e53a,2,derivative,1
594e513c-9ada-4313-9b93-a5a30881358e,1,derivative,2
7590780b-589b-4d38-ae33-6a865d323a88,1,near_synonym,1
7590780b-589b-4d38-ae33-6a865d323a88,2,derivative,1
e264128c-5fa4-4a89-9331-f31b922ab80a,1,near_synonym,1
e264128c-5fa4-4a89-9331-f31b922ab80a,2,derivative,1
bee11f4c-f1fb-4fcc-b02d-45f1054e161d,1,derivative,1
7877c61c-ab13-487b-951b-c180dbe28f33,1,near_synonym,1
7877c61c-ab13-487b-951b-c180dbe28f33,2,antonym,1
537de570-c015-4531-b3b7-64735689ba48,1,antonym,1
8077083d-ceb6-40d1-802d-0682b2cf436d,1,derivative,2
d560157b-0bdf-46a8-b682-7a4dccd6e105,1,near_synonym,1
d560157b-0bdf-46a8-b682-7a4dccd6e105,2,derivative,1
691b7a7b-29d7-4d99-b6ec-9aa114c9dbc8,1,near_synonym,1
691b7a7b-29d7-4d99-b6ec-9aa114c9dbc8,2,derivative,1
2385cb79-80b5-46a8-a6f2-0d6480511e67,1,near_synonym,1
2385cb79-80b5-46a8-a6f2-0d6480511e67,2,derivative,1
1137e05a-63c6-4bcd-938d-ebcf3127b1cb,1,near_synonym,1
1137e05a-63c6-4bcd-938d-ebcf3127b1cb,2,derivative,1
4ee1cc0b-ee4a-4f1d-9ba0-89c8d784cc42,1,near_synonym,1
4ee1cc0b-ee4a-4f1d-9ba0-89c8d784cc42,2,derivative,1
eeebc9db-9520-44df-aa1c-897cf23fd77d,1,near_synonym,1
eeebc9db-9520-44df-aa1c-897cf23fd77d,2,derivative,1
0e62b486-7689-4263-90e0-bbcdfaeb27b7,1,near_synonym,1
0e62b486-7689-4263-90e0-bbcdfaeb27b7,2,derivative,1
00ca2ad7-53c1-4618-baa5-9e99fa01bb8f,1,near_synonym,1
00ca2ad7-53c1-4618-baa5-9e99fa01bb8f,2,derivative,1
3319ed87-1dc8-436f-bc4d-f46eb6e8632c,1,derivative,2
3697b98a-c7fb-4349-bf76-dde4db1fe62d,1,near_synonym,1
3697b98a-c7fb-4349-bf76-dde4db1fe62d,2,derivative,1
b2add5d3-351e-43a0-92ef-7681e1297d2f,1,near_synonym,1
b2add5d3-351e-43a0-92ef-7681e1297d2f,2,derivative,1
642656ba-5323-4961-82b3-64643c7cd222,1,derivative,1
442ed84a-975d-4b0c-ac4a-f5c8fd955d7c,1,near_synonym,1
442ed84a-975d-4b0c-ac4a-f5c8fd955d7c,2,derivative,1
88f473de-73b0-4b50-bfc9-95dda1522808,1,near_synonym,1
88f473de-73b0-4b50-bfc9-95dda1522808,2,derivative,1
2afa7cc6-68ac-4c5a-93b5-6849f89e2acb,1,near_synonym,1
2afa7cc6-68ac-4c5a-93b5-6849f89e2acb,2,derivative,1
1420ef01-c974-49c6-96d1-1e1f75feea27,1,near_synonym,1
355f7f24-f581-441d-a752-dda4fa80d78c,1,near_synonym,1
355f7f24-f581-441d-a752-dda4fa80d78c,2,derivative,1
6dc070b7-43df-4c10-a302-fb25d8a643ea,1,derivative,2
c526a12f-4fb7-4a70-ad1e-d4b5c103b31e,1,near_synonym,1
c526a12f-4fb7-4a70-ad1e-d4b5c103b31e,2,antonym,1
7534c469-0535-48e8-bf44-91326a77d1f4,1,antonym,1
7534c469-0535-48e8-bf44-91326a77d1f4,2,derivative,1
ad7df724-82b1-4fca-8d7d-c9ff1b183367,1,near_synonym,1
ad7df724-82b1-4fca-8d7d-c9ff1b183367,2,derivative,1
b812147a-48b9-44cd-ac30-6cdd47195cda,1,near_synonym,2
51233dec-96ba-427f-b0fc-975d9c8b3aed,1,derivative,1
62c81eeb-f3f2-40d8-936c-75edbf2fd8da,1,near_synonym,2
8cb9f11a-3fa2-486f-97da-85f07dbfc34e,1,derivative,2
4c9c7221-44b8-4111-8dcb-1f4625dd8285,1,near_synonym,1
4c9c7221-44b8-4111-8dcb-1f4625dd8285,2,derivative,1
f5eb744e-c576-4838-82b3-26f70830fd12,1,near_synonym,1
f5eb744e-c576-4838-82b3-26f70830fd12,2,derivative,1
53c8b8b6-70a6-479a-9985-ff6cc9735c4f,1,near_synonym,1
53c8b8b6-70a6-479a-9985-ff6cc9735c4f,2,derivative,1
e8a18786-2de8-4ceb-be9e-7b19f4f56cee,1,near_synonym,2
f1812770-e8eb-49e3-b9d5-85a6242ba497,1,near_synonym,1
e6165985-ca31-450d-861b-8abbe125dc32,1,derivative,1
f6e102b5-faa9-44df-a28c-896ecde92fcb,1,near_synonym,1
f6e102b5-faa9-44df-a28c-896ecde92fcb,2,derivative,1
7cc6a1b0-42cc-4d44-a16b-cbe7a94fbe1c,1,near_synonym,1
27928a6a-1e62-4edc-92ef-da0beb7fdd9f,1,near_synonym,1
27928a6a-1e62-4edc-92ef-da0beb7fdd9f,2,derivative,1
28575ed0-fa29-48bf-b07a-97dc0362f8c4,1,derivative,2
0617047d-69fc-4660-9311-dc4b8801a98c,1,near_synonym,1
0617047d-69fc-4660-9311-dc4b8801a98c,2,derivative,1
344f6de6-fc12-4b6f-881d-7b49c9e5726a,1,near_synonym,1
344f6de6-fc12-4b6f-881d-7b49c9e5726a,2,derivative,1
419c0c08-a1bd-457f-a2ed-2bc3347f1692,1,near_synonym,2
053b527c-20ca-460c-b950-91803c785614,1,derivative,2
6314ee01-a74d-4254-945b-4366c46a71ca,1,near_synonym,1
d2121964-5715-4d68-aa7b-5fd0e92d9fd2,1,near_synonym,1
d2121964-5715-4d68-aa7b-5fd0e92d9fd2,2,derivative,1
4ed039ea-542b-48d6-96e4-2d4ff2cac4ce,1,near_synonym,1
b7a6ff73-d342-402d-85af-87048707f68c,1,near_synonym,1
b7a6ff73-d342-402d-85af-87048707f68c,2,antonym,1
8abe1a29-9bed-456d-87cb-b6cab5868c5e,1,antonym,1
8abe1a29-9bed-456d-87cb-b6cab5868c5e,2,derivative,1
0351dd92-4972-4671-bc8c-1c8a8a2cb394,1,derivative,1
de94e26a-770d-4c74-bb84-ab42811edd00,1,near_synonym,2
41db9722-e6de-4971-a573-710c643ad943,1,near_synonym,1
41db9722-e6de-4971-a573-710c643ad943,2,derivative,1
a2e9bcaf-38bf-4929-affc-c084db8cd5e4,1,derivative,1
439b2fc9-bb59-4ea6-902c-04d5b32560d1,1,derivative,2
d47b5eb9-28e9-4256-b91f-e8f6b15269f6,1,near_synonym,1
d47b5eb9-28e9-4256-b91f-e8f6b15269f6,2,derivative,1
cd829ce7-5ba3-4a46-b0ac-af87407f907f,1,near_synonym,1
cd829ce7-5ba3-4a46-b0ac-af87407f907f,2,derivative,1
bb8eaade-8a83-4f86-8ea3-b141e2ae939c,1,derivative,2
13d51750-674a-40b1-bd57-06b2a334314e,1,near_synonym,1
13d51750-674a-40b1-bd57-06b2a334314e,2,derivative,1
a043b8b0-8bf9-4519-b1eb-6a9f57f54e50,1,near_synonym,1
a043b8b0-8bf9-4519-b1eb-6a9f57f54e50,2,derivative,1
40a8091d-7343-4887-9c5c-fa37c0e5dc22,1,antonym,1
40a8091d-7343-4887-9c5c-fa37c0e5dc22,2,derivative,1
eaec6260-6ebb-40f8-ad29-49d9837f9feb,1,derivative,2
1f1091a0-7996-4887-99da-b2fed0a53af1,1,derivative,2
25f7cffe-d797-4761-9304-cc5dba4d7a1e,1,derivative,1
ae469d92-3811-479f-8683-538d54757625,1,near_synonym,1
ae469d92-3811-479f-8683-538d54757625,2,derivative,1
58651127-452b-4e77-83d1-a265e4548fb1,1,near_synonym,1
c7a01594-fc9d-4295-a7ea-b37cfc929b78,1,near_synonym,1
c7a01594-fc9d-4295-a7ea-b37cfc929b78,2,derivative,1
e04fd73e-f25e-49e1-bf1e-1e3b7367da1e,1,near_synonym,1
e04fd73e-f25e-49e1-bf1e-1e3b7367da1e,2,derivative,1
e8ae34a1-4edf-4d03-8329-b3ec7f4bde77,1,near_synonym,1
e8ae34a1-4edf-4d03-8329-b3ec7f4bde77,2,derivative,1
1ae31c42-23e3-4796-ad65-ea2490e277c1,1,near_synonym,1
1ae31c42-23e3-4796-ad65-ea2490e277c1,2,derivative,1
df8ceae2-7fa2-4457-832b-967a8058fe41,1,near_synonym,1
6d823fdc-71a1-407b-ba4a-43632225c911,1,near_synonym,1
6d823fdc-71a1-407b-ba4a-43632225c911,2,derivative,1
c09430ec-8404-411a-9f43-bc576d64f761,1,near_synonym,1
c09430ec-8404-411a-9f43-bc576d64f761,2,derivative,1
e56ae18f-9900-41b0-8385-5eddd74996dc,1,derivative,1
08597f6f-a877-4d2e-8979-9bba59c24d99,1,near_synonym,1
08597f6f-a877-4d2e-8979-9bba59c24d99,2,antonym,1
37152562-a96c-4cb5-92f3-9e045d6f3bc3,1,antonym,1
a76ca8b0-25fa-412c-9add-ce70e42f68da,1,antonym,1
a76ca8b0-25fa-412c-9add-ce70e42f68da,2,derivative,1
b24fe997-d595-4e54-a144-a57b78d76550,1,near_synonym,1
b24fe997-d595-4e54-a144-a57b78d76550,2,derivative,1
04ced793-31e3-4b33-b3e1-409ded541ce2,1,near_synonym,1
04ced793-31e3-4b33-b3e1-409ded541ce2,2,derivative,1
e7460c9c-cdf8-4e2f-bf52-1ae71742b316,1,near_synonym,1
e7460c9c-cdf8-4e2f-bf52-1ae71742b316,2,derivative,1
b9775d39-9565-41b4-9bb2-5212bab5219d,1,near_synonym,1
b9775d39-9565-41b4-9bb2-5212bab5219d,2,derivative,1
ca619d95-cf02-4363-a847-8b9878e0b057,1,near_synonym,1
ca619d95-cf02-4363-a847-8b9878e0b057,2,derivative,1
b689380c-c94b-4f37-894d-e769caa5d96b,1,near_synonym,1
b689380c-c94b-4f37-894d-e769caa5d96b,2,derivative,1
608bb8d6-be53-472f-9530-26d96d503339,1,near_synonym,2
ee158c28-cd41-40db-b57b-a1e57eaee8bb,1,derivative,1
2a88e20a-bfc3-40b6-95ee-3b3a0c8d99d7,1,near_synonym,1
2a88e20a-bfc3-40b6-95ee-3b3a0c8d99d7,2,antonym,1
cd52ddb5-1906-4969-b576-73722c1e50fb,1,derivative,1
3839f333-3ed7-410d-8152-806b674dba69,1,near_synonym,1
3839f333-3ed7-410d-8152-806b674dba69,2,derivative,1
bb3d1798-3a94-42ef-b37c-652245c1b758,1,antonym,1
bb3d1798-3a94-42ef-b37c-652245c1b758,2,derivative,1
5ba59421-0e98-4b19-97a9-4f455eeeb119,1,antonym,1
badec43b-daf1-4f25-a19a-39c39ea80e6f,1,near_synonym,1
badec43b-daf1-4f25-a19a-39c39ea80e6f,2,antonym,1
0adf0c0b-9e00-4148-9ee2-3c9502db8560,1,near_synonym,1
0adf0c0b-9e00-4148-9ee2-3c9502db8560,2,derivative,1
d2eeb45f-dba2-4448-9de4-29eae65c7088,1,antonym,1
d2eeb45f-dba2-4448-9de4-29eae65c7088,2,derivative,1
9ddf389c-7b2e-47f0-b09b-b9490d7be229,1,derivative,1
afef50b4-2e53-434a-b3c2-4935f249eddd,1,near_synonym,1
afef50b4-2e53-434a-b3c2-4935f249eddd,2,derivative,1
60f42c6e-278f-4c74-8f65-6ccbaedc52de,1,near_synonym,1
60f42c6e-278f-4c74-8f65-6ccbaedc52de,2,derivative,1
ccea00d4-5a5d-4668-b914-ca72f3997abd,1,near_synonym,1
ccea00d4-5a5d-4668-b914-ca72f3997abd,2,antonym,1
a5fe21db-17f3-4699-aebf-c3ac2b857eac,1,near_synonym,1
53949bae-ce91-4266-bf23-ffe38bdae4a5,1,near_synonym,1
53949bae-ce91-4266-bf23-ffe38bdae4a5,2,derivative,1
8b528fac-a61f-430f-b396-5b05c9dd4a6e,1,near_synonym,1
8b528fac-a61f-430f-b396-5b05c9dd4a6e,2,derivative,1
e62004d2-bec7-40e6-93ef-047afcf51828,1,near_synonym,1
e62004d2-bec7-40e6-93ef-047afcf51828,2,derivative,1
ae5c1d4a-0be4-475c-9456-af95bcaaa4ae,1,derivative,2
d90fcf7d-10dc-4db0-bbdc-9043d825b87f,1,near_synonym,1
d90fcf7d-10dc-4db0-bbdc-9043d825b87f,2,derivative,1
21876003-ef15-4d34-a97e-e29a128e6db5,1,near_synonym,1
21876003-ef15-4d34-a97e-e29a128e6db5,2,derivative,1
ac21fbaa-d8f6-40c4-bd1f-81e7647b4315,1,near_synonym,1
ac21fbaa-d8f6-40c4-bd1f-81e7647b4315,2,derivative,1
3a427860-5ff5-43e2-87fc-8ece46f8ae80,1,near_synonym,2
ab5a72ef-4535-4f61-aea3-8e1f05b1a47a,1,near_synonym,1
ab5a72ef-4535-4f61-aea3-8e1f05b1a47a,2,derivative,1
fbd49993-5f2b-4b69-95df-1856f9f20f30,1,near_synonym,1
fbd49993-5f2b-4b69-95df-1856f9f20f30,2,derivative,1
b325a8e3-ebf8-4d52-a0b7-0010d669316e,1,near_synonym,1
b325a8e3-ebf8-4d52-a0b7-0010d669316e,2,derivative,1
53692ea2-b632-434c-95b6-f350e0cc8cb3,1,antonym,1
53692ea2-b632-434c-95b6-f350e0cc8cb3,2,derivative,1
d750094f-ddc0-4525-a55e-187503c9c152,1,near_synonym,1
d750094f-ddc0-4525-a55e-187503c9c152,2,derivative,1
47ca46e0-0b9f-4c11-92c4-97c76ad6dc29,1,near_synonym,1
47ca46e0-0b9f-4c11-92c4-97c76ad6dc29,2,derivative,1
e9a8ae03-2473-49c2-b224-750009e2d9df,1,derivative,1
4a1bdc73-b307-41d7-b7a2-01d9677bdff5,1,near_synonym,1
4a1bdc73-b307-41d7-b7a2-01d9677bdff5,2,derivative,1
0b4e2e0b-94ad-4a5b-bce6-2292a698f505,1,near_synonym,1
0b4e2e0b-94ad-4a5b-bce6-2292a698f505,2,derivative,1
f9234452-8989-4670-997f-1ec058a852d2,1,near_synonym,2
4bbaf2a4-bef8-494b-9a3c-b179e1d63d4a,1,near_synonym,1
4bbaf2a4-bef8-494b-9a3c-b179e1d63d4a,2,derivative,1
65959ca6-45df-4435-9952-bd9802bbdd0e,1,near_synonym,2
14450120-b872-4583-930a-a2dfd41a7776,1,near_synonym,1
6d3ebf60-2e85-480b-bc3a-9083c2a1f9f0,1,near_synonym,1
09c282db-420f-4a4e-abe9-118eb75a6c55,1,antonym,1
09c282db-420f-4a4e-abe9-118eb75a6c55,2,derivative,1
ee9a0744-75cc-41b6-a004-23d2ea0442a1,1,near_synonym,1
ee9a0744-75cc-41b6-a004-23d2ea0442a1,2,antonym,1
c0a978e9-2225-4824-85c0-ce7087bba7e4,1,near_synonym,1
c0a978e9-2225-4824-85c0-ce7087bba7e4,2,derivative,1
c3364496-7aac-4638-bca9-8dfdf958e603,1,derivative,1
58fdcafc-1a71-468b-9903-c4e8be9f07fc,1,near_synonym,1
58fdcafc-1a71-468b-9903-c4e8be9f07fc,2,derivative,1
10be2cdf-9a48-416f-980c-0e88782f2b1f,1,near_synonym,1
10be2cdf-9a48-416f-980c-0e88782f2b1f,2,derivative,1
408f99bf-f4d5-42e9-9eaf-925d79d6f132,1,near_synonym,2
459fb790-cb96-44f1-8a1c-22338bd081b7,1,near_synonym,1
459fb790-cb96-44f1-8a1c-22338bd081b7,2,derivative,1
5ce529ab-2863-4bef-b05e-783f2f5d36b0,1,near_synonym,1
5ce529ab-2863-4bef-b05e-783f2f5d36b0,2,derivative,1
001b1010-9fbf-4013-ae4c-aebcd8620205,1,near_synonym,1
001b1010-9fbf-4013-ae4c-aebcd8620205,2,derivative,1
f2246f88-6183-4861-916e-1bc68f163c4b,1,near_synonym,1
f2246f88-6183-4861-916e-1bc68f163c4b,2,derivative,1
e7a9f01f-7734-4ac1-8925-85cd0a07fe2c,1,near_synonym,1
e7a9f01f-7734-4ac1-8925-85cd0a07fe2c,2,derivative,1
6ce79d4a-4d3e-4ade-93f0-939813abec56,1,near_synonym,1
6ce79d4a-4d3e-4ade-93f0-939813abec56,2,derivative,1
2d8aa3bb-ba72-427f-ab3a-fc1a955fa9f8,1,near_synonym,1
2d8aa3bb-ba72-427f-ab3a-fc1a955fa9f8,2,derivative,1
634f97a1-01e2-4be7-95e0-6b00cb6bd9e1,1,near_synonym,1
634f97a1-01e2-4be7-95e0-6b00cb6bd9e1,2,derivative,1
0e9c67a2-16ae-4f65-ab84-050e039df715,1,near_synonym,1
0e9c67a2-16ae-4f65-ab84-050e039df715,2,derivative,1
659a2814-a80a-4728-b6ab-272fc0703d51,1,derivative,1
19994e37-cb42-4308-a4d3-ee236167f47a,1,near_synonym,1
aa8d0f6a-325c-40ad-bcf4-02d322eeee82,1,near_synonym,2
490b04a9-d441-4938-9f88-20cc0e9c84b4,1,antonym,1
490b04a9-d441-4938-9f88-20cc0e9c84b4,2,derivative,1
a9c2f632-8457-4569-9f36-3a3fa3eb1aea,1,near_synonym,1
a9c2f632-8457-4569-9f36-3a3fa3eb1aea,2,derivative,1
c2f11384-4a9a-47ae-ad58-a49c13c4dfd0,1,near_synonym,2
cad8e612-f736-47fc-9a7c-f8f3f75891ed,1,near_synonym,1
cad8e612-f736-47fc-9a7c-f8f3f75891ed,2,derivative,1
8e275605-9f74-45f2-8991-1155e440ef73,1,near_synonym,1
4829b57f-57a5-44c5-a6d1-c90d6e812ee0,1,near_synonym,1
4829b57f-57a5-44c5-a6d1-c90d6e812ee0,2,derivative,1
246aa184-ff5c-4e58-ab93-ca7ab98bf9b6,1,near_synonym,1
246aa184-ff5c-4e58-ab93-ca7ab98bf9b6,2,derivative,1
8f07113f-28dc-446b-b505-995432933fc5,1,derivative,2
9783ebf7-a511-47aa-87b8-c2a76de53121,1,near_synonym,2
acaae4d6-818a-4e4d-9dd8-430971ebe678,1,derivative,1
7f399453-3f03-4958-8228-6c7b53209d9f,1,near_synonym,2
f0615c5e-79ff-4830-9158-258f870529c7,1,near_synonym,2
1439af4d-3b36-4ed9-8fde-60c83e91a0d7,1,near_synonym,1
1439af4d-3b36-4ed9-8fde-60c83e91a0d7,2,derivative,1
eb16de08-a0e4-4dcc-9335-ef437927c9f2,1,near_synonym,1
eb16de08-a0e4-4dcc-9335-ef437927c9f2,2,derivative,1
57515681-f34e-4b36-976a-151b6513cfe9,1,derivative,1
c1667ab4-bc22-44a8-877b-da44c9213a94,1,derivative,1
e9a7bbbd-e754-4b8a-bd26-790570c34d86,1,near_synonym,1
f3d585ed-e470-4963-ab54-69b0c69b649d,1,synonym,1
f3d585ed-e470-4963-ab54-69b0c69b649d,2,derivative,1
c9af1186-7ba9-4d61-8c18-b64e3ca14ddc,1,near_synonym,1
ea6f7ee6-1c59-49fd-837d-8b78d041710b,1,near_synonym,2
a8b6c2cd-802e-4d20-b2ee-9e3d0b9f073e,1,near_synonym,1
5932d5e6-b167-4e43-a0e5-a34f47759591,1,near_synonym,1
5932d5e6-b167-4e43-a0e5-a34f47759591,2,derivative,1
667d76a3-257e-47f5-a98c-d45eae995974,1,antonym,1
2831f2eb-6a39-4fe7-95d6-5f3955598316,1,near_synonym,1
2831f2eb-6a39-4fe7-95d6-5f3955598316,2,derivative,1
7b8108d9-5fcc-40b0-8716-f55b3798f69b,1,near_synonym,1
3c717be0-dbf3-411b-886e-c7f6b7b8d876,1,near_synonym,1
3c717be0-dbf3-411b-886e-c7f6b7b8d876,2,derivative,1
63323027-2497-4eb2-b798-4630cc6c88ab,1,near_synonym,1
488801fc-1917-49f0-ac87-561143cce897,1,near_synonym,2
d63c698d-c172-4ffe-9adf-7e1bb18f6350,1,near_synonym,1
d63c698d-c172-4ffe-9adf-7e1bb18f6350,2,derivative,1
f2aa422a-d767-414b-bec3-86e45fc49c6c,1,near_synonym,1
f2aa422a-d767-414b-bec3-86e45fc49c6c,2,antonym,1
6a6789e9-b893-4f74-be59-54f2005e907d,1,near_synonym,1
33f7ee93-c880-4a0c-8e8b-a2c646002cb8,1,near_synonym,1
eba9570c-5d41-4764-a7a8-996a3c608197,1,near_synonym,1
eba9570c-5d41-4764-a7a8-996a3c608197,2,derivative,1
