word_id,root_index,root_id,spelling,root_type,meaning,memory_method
818f57a1-405d-4a86-82d2-b4f8fe024843,3,6d4e80c8-b933-4fac-b4a2-a9cca02f3b9b,yard,base,表示 n.院子；场地，（某种用途的）区域；码（长度单位，等于 3 英尺或 0.91 米）；（尤指沙等建筑材料的）平方码，立方码；,
d669f094-000d-4b69-b62c-882b59b154e4,1,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43,-or,suffix,"① 名词后缀，表示名词，可以表示人，对应""做…的人或物""（施动者）；也可以表示物，对应表示""状态，性质，情况""（抽象概念）；② 形容词后缀，表示形容词；",
d669f094-000d-4b69-b62c-882b59b154e4,2,c9d1c260-36df-4bac-856e-2dbb4fd3f85c,auth,root,"表示""创造者，发起人，来源，主人""、""权力，权威""或""真实，可靠""；","针对整个词根采用谐音记忆法：auth 的发音类似中文""我说""，延伸理解为由我倡议、宣布发起了一个项目，基于这个意向进行理解：① 作为倡议、发起、宣布项目启动的人，我就是这个项目的发起人、创造者，基于发起、创造的意向，把握 auth 作词根表示""创造者，发起人，来源，主人""；② 因为整个项目是我发起，因此我对项目拥有最高权限，所以我作为发起人自然在项目内拥有最高权利和权威，具体刻画项目运转均听命与我的场景，把握 auth 作词根表示""权力，权威""；③ 因为我是项目发起人，所以关于该项目的信息显然是以我说的为准，由此突出我作为项目发起人和核心权威，我所发布的信息具有真实性、可靠性的特点，比如可以联想我发的信息被打上了""官方通知""的标签，由此把握 auth 作词根还可以表示""真实，可靠""；"
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,1,313fe2aa-9acf-4e44-b215-3d94eac8de99,ac-,prefix,"表示""向；朝""或""加强，强调""；","① 划分：a | c
针对第 1 个元素采用谐音记忆法：a 的发音类似中文""额""，额头；
针对第 2 个元素采用谐音记忆法：c 作为拼音首字母发音对应 chao - 朝，朝
联系前缀的含义再综合考虑 a（额 - 额头）+ c（chao - 朝向）——> 额头的朝向，对应表示朝向、方向有关的含义，故 ac- 作前缀表示""向；朝""；

② 针对整个前缀采用谐音记忆法：ac- 的发音类似中文""啊！靠！""，联想到人在情绪激动的时候大喊""啊！靠！""的场景，突出情绪的强烈，由此把握与加强、强调有关的含义，故 ac- 作前缀还可以表示""加强，强调""；

③ 掌握一个规律，a# 类前缀均可以表示""加强，强调""，如 [[a-]]、[[ab-]]、[[ac-]]、[[ad-]]、[[ap-]]、[[as-]]、[[at-]] 等；"
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,2,b0af10e3-e392-41c3-bd99-77b5512782bf,cord,root,"表示""心，核心""或""绳子""；","① 划分：cor | d
针对第 1 个元素采用谐音记忆法：cor 在词根里的发音类似中文""核""，核心，对应与核心、中心、心有关的意向；
针对第 2 个元素采用谐音记忆法：d 在词根里的发音类似中文""的""；
联系词根的含义再综合考虑 cor（核 - 核心，中心，心）+  d（的）= 与核心、中心有关的，把握与心有关的含义，故 cord 作词根表示""心，核心""；

② 针对整个词根采用谐音记忆法：cord 的发音类似中文""捆的""，用来捆绑的东西，对应绳子的意向，故 cord 作词根表示""绳子""；"
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,3,d56e76f7-0ba9-4b1e-9eac-a1dbe8f8c79a,-ing,suffix,"主要有三种功能：① 动词后缀，表示动词；② 名词后缀，构成动名词，将动词名词化，表示动作本身或过程；③ 形容词后缀，构成形容词，通常由现在分词转化而来，表示性质或特征，意为""…的""；",
91419fea-861e-4ab8-aae0-19725782dfe8,1,313fe2aa-9acf-4e44-b215-3d94eac8de99,ac-,prefix,"表示""向；朝""或""加强，强调""；","① 划分：a | c
针对第 1 个元素采用谐音记忆法：a 的发音类似中文""额""，额头；
针对第 2 个元素采用谐音记忆法：c 作为拼音首字母发音对应 chao - 朝，朝
联系前缀的含义再综合考虑 a（额 - 额头）+ c（chao - 朝向）——> 额头的朝向，对应表示朝向、方向有关的含义，故 ac- 作前缀表示""向；朝""；

② 针对整个前缀采用谐音记忆法：ac- 的发音类似中文""啊！靠！""，联想到人在情绪激动的时候大喊""啊！靠！""的场景，突出情绪的强烈，由此把握与加强、强调有关的含义，故 ac- 作前缀还可以表示""加强，强调""；

③ 掌握一个规律，a# 类前缀均可以表示""加强，强调""，如 [[a-]]、[[ab-]]、[[ac-]]、[[ad-]]、[[ap-]]、[[as-]]、[[at-]] 等；"
91419fea-861e-4ab8-aae0-19725782dfe8,2,b0af10e3-e392-41c3-bd99-77b5512782bf,cord,root,"表示""心，核心""或""绳子""；","① 划分：cor | d
针对第 1 个元素采用谐音记忆法：cor 在词根里的发音类似中文""核""，核心，对应与核心、中心、心有关的意向；
针对第 2 个元素采用谐音记忆法：d 在词根里的发音类似中文""的""；
联系词根的含义再综合考虑 cor（核 - 核心，中心，心）+  d（的）= 与核心、中心有关的，把握与心有关的含义，故 cord 作词根表示""心，核心""；

② 针对整个词根采用谐音记忆法：cord 的发音类似中文""捆的""，用来捆绑的东西，对应绳子的意向，故 cord 作词根表示""绳子""；"
a9061134-fa96-4701-83b2-a2b40e1fa455,1,5a0bd53d-0e4c-49f3-852e-d69d54cd8317,-es,suffix,"名词后缀，表示名词，尤其指名词的""复数形式""；",
a9061134-fa96-4701-83b2-a2b40e1fa455,2,bd7c5c88-e726-43ca-9895-8021ca29debb,-tion,suffix,名词后缀，构成名词，表示行为，过程，状态或结果（通常由动词转化而来，是 -ion 的一种形式）；,
a9061134-fa96-4701-83b2-a2b40e1fa455,3,7753225c-080b-4ebf-a88a-a00063672082,quest,root,"表示""寻求""或""询问""；","划分：que | st
针对第 1 个元素采用谐音记忆法：将 que 的字母顺序简单调换得到 qeu，通过自然拼读发音 qeu - 求，寻求；将末尾的 -st 理解为连接词 ——> 把握 quest 作词根表示""寻求""；延伸表示通过询问的方式寻求答案，把握 quest 作词根""询问""；"
a9061134-fa96-4701-83b2-a2b40e1fa455,4,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,1,f0d5ef69-2dff-4220-a299-bd48999cab00,-ire,suffix,① 作动词后缀，常见于动词词尾，构成动词，是拉丁语第四类变位动词不定式的常见结尾；② 作形容词后缀，常见于形容词词尾，构成形容词；③ 作名词后缀，表示名词；,
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,2,7753225c-080b-4ebf-a88a-a00063672082,quest,root,"表示""寻求""或""询问""；","划分：que | st
针对第 1 个元素采用谐音记忆法：将 que 的字母顺序简单调换得到 qeu，通过自然拼读发音 qeu - 求，寻求；将末尾的 -st 理解为连接词 ——> 把握 quest 作词根表示""寻求""；延伸表示通过询问的方式寻求答案，把握 quest 作词根""询问""；"
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,3,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,4,78f7b995-11d1-487e-aa79-379f9d7f4622,nai,root,"表示""出生，产生""；","针对整个词根采用谐音记忆法：nai 的发音类似中文""来""，结合词根""出生""的含义理解为小孩子出生来到这个世界上，表示与出生有关的含义，故 nai 作词根表示""出生，产生""；"
c945ec32-e74d-4a3a-803e-2e5e56bbd1fb,5,8e86ca94-b2dd-4c74-998b-c035770618ac,-re,suffix,常用词尾，常见于名词、动词或形容词的词尾，其来源多样，不具有单一、固定的后缀功能或含义，通常是单词本身从源语言（如拉丁语、法语）继承的一部分；英式英语中一些以 -er 结尾的词也常写作 -re；,
ed0aa2a8-4071-4e21-9031-170784ca82ba,1,cce3320f-c1d5-4063-82da-8f026f56047f,pain,base,表示 n.痛苦；疼痛；煎熬；努力；v.使痛苦；,
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,1,1d382467-52d4-489b-846b-a2e68c8ca9d3,-al,suffix,"① 形容词后缀，构成形容词，表示""…的""，""与…相关的""，""具有…性质的""；② 名词后缀，构成名词，表示""行为，过程，结果""；",
52e57afe-8dcc-46d0-a31f-a7a10a41b9d4,2,9f80b6c6-075e-4dc0-ba53-4a73b2417827,loc,root,"表示""地方；位置""或""锁""；","① 划分：lo | c
针对第 1 个元素采用谐音记忆法：lo 在词根中的发音类似中文""落""，落下；
针对第 2 个元素采用谐音记忆法：c 在单词里的发音类似中文""口""，引申为户口；
联系词根的含义再综合考虑 lo（落 - 落下）+ c（口 - 户口）——> 落户口。联系生活常识平时我们说在什么地方落户、落下户口时最在乎的是什么呢？是位置和地方。比如很多人都希望能落户在北京、上海这样的一线城市。由此把握 loc 表示人们落户口时最在乎的地方、位置因素，作词表示""地方；位置""；

② 划分：lo | c
针对第 1 个元素采用字形联想记忆法：根据字母的形状将 l 想象成一把钥匙，将 o 想象成一把锁的锁孔；
针对第 2 个元素采用谐音记忆法：c 在词根中的发音类似中文拟声词""咔""，即上锁的声音；
综合考虑 lo（钥匙和锁孔）+ c（上锁的声音）——> 想象你自己拿起一把钥匙（l）深入锁孔（o），然后用力一扭，""咔（ck）""的一声就锁上了，把握与锁、上锁有关的意向，故 loc 作词根表示""锁""；"
01678d1e-cad6-4f77-8d51-3555e693184a,1,e45da611-1fec-4f56-a8a1-0196540d73f8,-e,suffix,可以作为动词后缀，名词后缀，形容词后缀，构成动词，名词，形容词。-e 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
01678d1e-cad6-4f77-8d51-3555e693184a,2,9f80b6c6-075e-4dc0-ba53-4a73b2417827,loc,root,"表示""地方；位置""或""锁""；","① 划分：lo | c
针对第 1 个元素采用谐音记忆法：lo 在词根中的发音类似中文""落""，落下；
针对第 2 个元素采用谐音记忆法：c 在单词里的发音类似中文""口""，引申为户口；
联系词根的含义再综合考虑 lo（落 - 落下）+ c（口 - 户口）——> 落户口。联系生活常识平时我们说在什么地方落户、落下户口时最在乎的是什么呢？是位置和地方。比如很多人都希望能落户在北京、上海这样的一线城市。由此把握 loc 表示人们落户口时最在乎的地方、位置因素，作词表示""地方；位置""；

② 划分：lo | c
针对第 1 个元素采用字形联想记忆法：根据字母的形状将 l 想象成一把钥匙，将 o 想象成一把锁的锁孔；
针对第 2 个元素采用谐音记忆法：c 在词根中的发音类似中文拟声词""咔""，即上锁的声音；
综合考虑 lo（钥匙和锁孔）+ c（上锁的声音）——> 想象你自己拿起一把钥匙（l）深入锁孔（o），然后用力一扭，""咔（ck）""的一声就锁上了，把握与锁、上锁有关的意向，故 loc 作词根表示""锁""；"
01678d1e-cad6-4f77-8d51-3555e693184a,3,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe,-ate,suffix,"① 动词后缀，构成动词，表示""使成为...""，""引起...""，""做…""，""使…""；② 形容词后缀，构成形容词，表示""具有...性质的""，""充满...的""，""…的""；③ 名词后缀，构成名词，表示""职位""，""身份""，""…的人""，""群体""；或表示""化学盐类""；",
3d7384f0-021f-425e-97cb-4eeb4a0eaeb2,1,7c1a13ca-e4f4-4c9e-97b0-b68b290bd929,-ial,suffix,"① 形容词后缀，通常加在名词之后，表示""…的""，""与…有关的""，是 -al 的一种变体，常用于以 -i- 结尾的词干之后；② 名词后缀，表示名词；",
3d7384f0-021f-425e-97cb-4eeb4a0eaeb2,2,7c9665c2-9030-40a0-8343-73631dbfee80,bene,root,"表示""好""或""善""；","针对整个词根采用谐音记忆法：bene 的发音类似中文""百利""，联想到""百利而无一害""，对应好处，有利相关的意向，由此把握 bene 作词根表示""好""，延伸表示好的品德，对应善良的意向，由此把握 bene 作词根还可以表示""善""；"
3d7384f0-021f-425e-97cb-4eeb4a0eaeb2,3,2fe3292c-d5ba-43a0-858f-3fc9ce5afeae,fic,root,"表示""做，制作""；","划分：fi | c
针对第 1 个元素采用谐音记忆法：fi 在词根里的发音类似中文""非""，否定，这里引申为不存在的；
针对第 2 个元素采用谐音记忆法：c 在词根里的发音类似中文""刻""，雕刻；
联系词根的含义再综合考虑 fi（非 - 否定，不存在的）+ c（刻 - 雕刻）——> 把过去不存在的雕刻作品（雕像之类）雕刻出来，使其存在于世界上。联想到一个雕刻家从一大块石头原料中雕刻出一座雕像的场景，把握让雕刻作品从无到有被制作出来的意向，把握 fic 表达与做、制作有关的含义，作词根表示""做；制作""；

另外，通过 fic 与 [[fac]] 外形的相似性，将 fic 理解为 [[fac]] 表示""做；制作""词根的同义词根，同样表示""做；制作""；"
3d2cb9a3-0b11-4c3e-a0b9-8ad72732ab25,1,902260c2-0a41-46d9-8130-90955ee5437e,-t,suffix,可以作为动词后缀，名词后缀，形容词后缀，构成动词，名词，形容词。-t 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
3d2cb9a3-0b11-4c3e-a0b9-8ad72732ab25,2,7c9665c2-9030-40a0-8343-73631dbfee80,bene,root,"表示""好""或""善""；","针对整个词根采用谐音记忆法：bene 的发音类似中文""百利""，联想到""百利而无一害""，对应好处，有利相关的意向，由此把握 bene 作词根表示""好""，延伸表示好的品德，对应善良的意向，由此把握 bene 作词根还可以表示""善""；"
3d2cb9a3-0b11-4c3e-a0b9-8ad72732ab25,3,72aab5e1-3606-4acb-b780-6ff6bc70dffb,fit,root,"表示""适合""或""做，制作""；","① 划分：fi | （i）t
针对第 1 个元素采用谐音记忆法：fi 在词根里的发音类似中文""非""；
针对第 2 个元素采用含义联想法：[[it]] 为已经记忆过的单词，表示 pron.它；
联系词根的含义再综合考虑 fi（非）+ it（它）——> 非他莫属，对应无比匹配、最为合适的意向，由此把握 fit 表达与适合有关的含义，故作词根表示""适合""；

② 划分：fi | （i）t
针对第 1 个元素采用谐音记忆法：fi 在词根里的发音类似中文""费""，耗费；
针对第 2 个元素采用含义联想法：[[it]] 为已经记忆过的单词，表示 pron.它；表示物，这里结合词根""做，制作""的含义理解为用于制作的材料；
联系词根的含义再综合考虑 fi（费 - 耗费）+ it（它 - 材料）——> 耗费原材料制作物品的行为，对应与做、制作有关的含义，故 fit 作词根表示""做，制作""；"
3d2cb9a3-0b11-4c3e-a0b9-8ad72732ab25,4,b618949f-f420-466d-b7c8-a834a2d20376,-it,suffix,"① 名词后缀，构成名词，常表示""行为，过程，状态，结果""（尤与拉丁动词的完成时词干相关，是 -ition, -itor 等后缀的一部分）；或者表示与""行走，去""相关 （源自拉丁语 ire 的词干部分）的含义，以及在医学上表示""炎症"" （作为后缀 -itis 的一部分，源自希腊语）；② 动词后缀，构成动词，表示动词含义；③ 形容词后缀，构成形容词；",
6cf2668e-101a-4f7a-a287-eb07614fea0b,1,40e680cb-32e4-4cff-bb9c-b17989a9fa1a,pro-,prefix,"表示""向前""、""在前""、""支持""或""很多…""；","① 通过 pro 联想到现在很多手机的命名方式，除了普通的数字普通版手机之外，同代更高端的机型常常会命名为 xxx pro，比如 iPhone16 vs iPhone 16 Pro，根据 Pro 版比普通版手机更高端、更先进、更领先，把握 pro 表示与""位于前面，处于领先""有关的意向，作前缀表示""向前""、""在前""；

更进一步，同样对比 iPhone16 和 iPhone16 Pro，还可以将 Pro 版本的手机理解为""处理器更多、功能更多、配置更多""的版本，由此把握 pro 表示与""多""有关的意向，故作前缀还可以表示""很多…""；

② 基于上面理解的 pro 作前缀表示""向前，在前""的含义，引申联想到挺身向前对…表示支持，对应平时说的""站出来表示支持""，进而把握 pro 作前缀还可以表示""支持""；"
6cf2668e-101a-4f7a-a287-eb07614fea0b,2,2295b4df-f0de-4833-8dd2-f9d63efba242,blem,root,"表示""投，掷""；","针对整个词根采用谐音记忆法：blem 的发音类似中文""扔""，对应扔、投掷有关的含义，故 blem 作词根表示""投，掷""；"
149a3e48-c4aa-4e05-8b47-4a0c107b4888,1,f67d1559-f000-48f8-98c0-3feac850d691,-ic,suffix,"① 形容词后缀，构成形容词，表示""...的""，""与...有关的""；② 名词后缀，构成名词，表示抽象概念，还可以表示""某种学科""或""某种人""；",
149a3e48-c4aa-4e05-8b47-4a0c107b4888,2,eb34add7-d7fd-42da-b1b5-afd423d3df8a,eco,root,"表示""生态；环境""、""房屋""或""经济""；","① 划分：e | co
针对第 1 个元素采用谐音记忆法：e 在词根里的发音类似中文""一""；
针对第 2 个元素采用谐音记忆法：co 在词根里的发音类似中文""抠""；
联系词根的含义再综合考虑 e（一）+ co（扣）——> 一点一点抠下来，联想到一个人一点点抠下生活成本来省钱，这里抠一点，那里抠一点。由此把握与经济、花销、钱、省钱有关的意向，进而把握 eco 作词根表示""经济""；

② 基于""一点一点抠成本省钱""的意向进行延伸，联想到社会中很多人为了买房而拼命压低生活成本，拼命省钱只为了能在大城市买得起一套自己的房子。由此将 eco 联系到城市的人抠抠搜搜省钱为了买房的目的，从而把握 eco 与房屋有关的意向，作词根表示""房屋""；更进一步，一个人的房屋对应一个人的生活环境，故将房屋放在更广义的层面上理解，还可以表示""环境，生态""；"
149a3e48-c4aa-4e05-8b47-4a0c107b4888,3,4bb11e5f-13e5-4188-8ca3-ee99300020f4,nom,root,"表示""名字""或""法律，法则""；","① 针对整个词根采用含义联想法：通过 nom 的字形和发音联想到已经记忆过的单词 [[know]] v.知道，了解；认识；对应到生活场景中我们认识一个人都是从一个人的名字开始，即优先认识、了解一个人的名字。由此把握 nom 对应认识一个人时最优先最核心的要素 —— 名字，故 nom 作词根表示""名字""；

② 针对整个词根采用含义联想法：通过 nom 的字形和发音联想到简单短语 no more - 不要再…，由此对应法律、法则明确规定不能做某事。基于 nom - no more 延伸到法律、法则的规定和限制，把握 nom 作词根表示""法律，法则""；"
6ccd24f7-ab9a-4722-911f-583315e1071a,1,8c6901c3-02e7-4be7-bd00-705f4f9f6f8c,-y,suffix,"① 形容词后缀，构成形容词，通常加在名词后，表示""…的""，""多...的""，""充满...的""，""具有...性质的""；也可加在动词后；② 名词后缀，构成名词，表示物或行为，对应""状态""，""行为""，""地方""等；③ 也可作动词后缀，表示动词；",
6ccd24f7-ab9a-4722-911f-583315e1071a,2,eb34add7-d7fd-42da-b1b5-afd423d3df8a,eco,root,"表示""生态；环境""、""房屋""或""经济""；","① 划分：e | co
针对第 1 个元素采用谐音记忆法：e 在词根里的发音类似中文""一""；
针对第 2 个元素采用谐音记忆法：co 在词根里的发音类似中文""抠""；
联系词根的含义再综合考虑 e（一）+ co（扣）——> 一点一点抠下来，联想到一个人一点点抠下生活成本来省钱，这里抠一点，那里抠一点。由此把握与经济、花销、钱、省钱有关的意向，进而把握 eco 作词根表示""经济""；

② 基于""一点一点抠成本省钱""的意向进行延伸，联想到社会中很多人为了买房而拼命压低生活成本，拼命省钱只为了能在大城市买得起一套自己的房子。由此将 eco 联系到城市的人抠抠搜搜省钱为了买房的目的，从而把握 eco 与房屋有关的意向，作词根表示""房屋""；更进一步，一个人的房屋对应一个人的生活环境，故将房屋放在更广义的层面上理解，还可以表示""环境，生态""；"
6ccd24f7-ab9a-4722-911f-583315e1071a,3,4bb11e5f-13e5-4188-8ca3-ee99300020f4,nom,root,"表示""名字""或""法律，法则""；","① 针对整个词根采用含义联想法：通过 nom 的字形和发音联想到已经记忆过的单词 [[know]] v.知道，了解；认识；对应到生活场景中我们认识一个人都是从一个人的名字开始，即优先认识、了解一个人的名字。由此把握 nom 对应认识一个人时最优先最核心的要素 —— 名字，故 nom 作词根表示""名字""；

② 针对整个词根采用含义联想法：通过 nom 的字形和发音联想到简单短语 no more - 不要再…，由此对应法律、法则明确规定不能做某事。基于 nom - no more 延伸到法律、法则的规定和限制，把握 nom 作词根表示""法律，法则""；"
6ccd24f7-ab9a-4722-911f-583315e1071a,4,42a070ac-dac7-49c9-b421-e6864126b2d8,-nomy,suffix,"名词后缀，构成名词，表示""…学，…法则，…术；管理，安排""；",
5bde7089-ec23-447e-9c99-0afd1c68a366,1,b5f8b60c-3a72-42b7-b3d5-883ac24cbdb4,is,root,"表示""是，存在""或""岛屿""；","① [[is]] 为熟悉的 be 动词，表示 v.是（be 的第三人称单数）；存在；由此把握 is 作词根表示""是，存在""；

② 针对整个词根采用谐音记忆法：is 的发音类似中文""海上""，由此联想到如图所示海面上出现的陆地，表示与岛屿有关的含义，故 is 作词根表示""岛屿""；

![Pasted image 20250927183511.png](https://cdn.aimwords.com/prefix-images/is/c2f579aa-Pasted_image_20250927183511.png)"
5bde7089-ec23-447e-9c99-0afd1c68a366,2,09cc89ee-cc61-4c47-b60b-1b375383b4c7,sue,root,"表示""跟随""或""诉讼""；","① 针对整个词根采用谐音记忆法：sue 在单词里的发音类似中文""输""，赌博输了很多钱 ——> 想象如图你在赌场输了 1000 万但付不起钱，于是当你逃跑时身后跟随了一群找你讨债的人。重点突出输了钱想跑，一群人跟随抓你的意向，把握 sue 作词根表示""跟随""；

![Pasted image 20260404121724.png](https://cdn.aimwords.com/prefix-images/sue/21c501cb-Pasted_image_20260404121724.png)

② 针对整个词根采用谐音记忆法：sue 发音类似中文""诉""，诉讼，故 sue 作词根表示""诉讼""；"
b04b2bfd-c811-4daf-975f-2558361f4aac,1,de761270-a58d-4822-8a24-110b2521fb24,en-,prefix,"表示""内，向内，在...之内""、""进入，使...进入状态""、""使…""或""加强，强化""；","① 针对整个前缀采用含义联想法：通过 en- 的字形和发音联想到已经记忆过的单词 [[in]] prep.在…里（内）；由此把握 en- 表达与内、向内、内部有关的含义，作前缀表示""内，向内，在...之内""；延伸表示使…进入到…，对应使…进入到状态，故 en- 作前缀还可以表示""进入，使...进入状态""；

② 针对整个前缀采用谐音记忆法：en- 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 en- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 en- 作前缀表示""使…""；"
b04b2bfd-c811-4daf-975f-2558361f4aac,2,cead45cd-6f81-4971-b07a-aa236aca3af5,-age,suffix,"① 名词后缀，主要构成名词，表示""状态""、""行为""、""集合""、""场所""、""费用""等；② 动词后缀，动词；",
