word_id,spelling,base_status,morphology_status,sentences_status,exam_status,batch_id,evidence_refs,issues,updated_at
cet4-w-e8eb86c966ce85884d0d,accomplishment,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-e8eb86c966ce85884d0d""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-d74307e606e88ed5867e,accord,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-d74307e606e88ed5867e""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-26b19ca0db642361e9b8,accordance,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-26b19ca0db642361e9b8""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-593fc9aa437f4a7f8a46,according to,reviewed,reviewed,reviewed,not_started,cet4-s2-b003,"[""ev-lex-according-to"",""ev-edit-b003"",""ev-etym-according-to""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-4c4dbcf45110b86d739b,accordingly,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-4c4dbcf45110b86d739b""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-502dc8470d46995e3b29,account,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-502dc8470d46995e3b29""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-d3767c473ce4cee7c457,accountability,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-d3767c473ce4cee7c457""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-9f4e5df3b88f94a08810,accountable,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-9f4e5df3b88f94a08810""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-fe4295e59378fe30b6a6,accountancy,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-fe4295e59378fe30b6a6""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-b70f4d52f626613ef678,accountant,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-b70f4d52f626613ef678""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-2a5ce4035df85fb684d5,accounting,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-2a5ce4035df85fb684d5""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-b5bb411c0158c87ffbb7,accumulate,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-b5bb411c0158c87ffbb7""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-de298b2a0b4e2bf1363b,accumulation,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-de298b2a0b4e2bf1363b""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-df9f11ffa31110b2f2c1,accumulative,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-df9f11ffa31110b2f2c1""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-01f16ae66e034320cb43,accuracy,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-01f16ae66e034320cb43""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-7a7aa95ab6907ff16ef0,accurate,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-7a7aa95ab6907ff16ef0""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-0272a83810fd03a3dbf0,accusation,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-0272a83810fd03a3dbf0""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-f5ff766854c64e6a7f21,accuse,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-f5ff766854c64e6a7f21""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-44f596d480d72894a730,accustom,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-44f596d480d72894a730""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-5100359a7add5be3f74e,accustomed,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-5100359a7add5be3f74e""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-5e1e85c25cb975a5f639,ace,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-5e1e85c25cb975a5f639""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-c423ac00896004d5e86c,ache,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-c423ac00896004d5e86c""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-3fdc7170836acb699c27,achieve,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-3fdc7170836acb699c27""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-c0fd2ee8dcbbb3b36504,achievement,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-c0fd2ee8dcbbb3b36504""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-6db3ca8c9f5f7f74501f,acid,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-6db3ca8c9f5f7f74501f""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-bfffcba4cb08b4f5422e,acidity,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-bfffcba4cb08b4f5422e""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-5e9f2bb803ec3bbd7f59,acknowledge,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-5e9f2bb803ec3bbd7f59""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-c2c4b9de3e51ca864c7d,acknowledgement,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-c2c4b9de3e51ca864c7d""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-029cb66143b2c6377b03,acquaint,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-029cb66143b2c6377b03""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-ca462313c254fd6ecb87,acquaintance,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-ca462313c254fd6ecb87""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-81853f95f10e012cafad,acquire,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-81853f95f10e012cafad""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-bdb4812be6fe730050b8,acquisition,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-bdb4812be6fe730050b8""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-71a91c5bc1d36cf51b9e,acre,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-71a91c5bc1d36cf51b9e""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-479267915f30dce80612,across,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-479267915f30dce80612""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-dcc6b6de5d3f3f80ff02,act,reviewed,reviewed,reviewed,not_started,cet4-s2-b001,"[""ev-lex-act"",""ev-edit-b001"",""ev-etym-act""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-12952370deeb322c92b6,acting,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-12952370deeb322c92b6""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-b4e76965b5a7943279ac,action,reviewed,reviewed,reviewed,not_started,cet4-s2-b001,"[""ev-lex-action"",""ev-edit-b001"",""ev-etym-act""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-560e8b954a1a6e8c9768,active,reviewed,reviewed,reviewed,not_started,cet4-s2-b001,"[""ev-lex-active"",""ev-edit-b001"",""ev-etym-act""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-fe4ad424f609f1c6e502,activist,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-fe4ad424f609f1c6e502""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-4ced4a567905ee623d9d,activity,reviewed,reviewed,reviewed,not_started,cet4-s2-b001,"[""ev-lex-activity"",""ev-edit-b001"",""ev-etym-act""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-45384c5a5727e65aeb71,actor,reviewed,reviewed,reviewed,not_started,cet4-s2-b001,"[""ev-lex-actor"",""ev-edit-b001"",""ev-etym-act""]",阶段 6 待核验真题与词频,2026-09-17
cet4-w-996e8063308235c5ef59,actress,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-996e8063308235c5ef59""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-1585d72748c764fdc715,actual,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-1585d72748c764fdc715""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-35933c866d479febfd5d,actually,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-35933c866d479febfd5d""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-3d98e5db5ab2fed7b3a1,acute,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-3d98e5db5ab2fed7b3a1""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-e7cddeac5a76bef5c4f9,ad,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-e7cddeac5a76bef5c4f9""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-ce5ce25d8f0e7194cc10,adapt,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-ce5ce25d8f0e7194cc10""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-9ee5467ce2af9057e724,adaptation,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-9ee5467ce2af9057e724""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-39fd41b2a3a0a3778170,adaptive,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-39fd41b2a3a0a3778170""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-9103ec43533f3656675e,add,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-9103ec43533f3656675e""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-827192b236adae6222d6,addict,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-827192b236adae6222d6""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-375e71f085b055138a30,addiction,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-375e71f085b055138a30""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-445db3c0e8ea30789839,addictive,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-445db3c0e8ea30789839""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-1f43ac46516340a2c567,addition,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-1f43ac46516340a2c567""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-402de9743b898c93a5a7,additional,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-402de9743b898c93a5a7""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-4ad740efa6ce91ebdc49,address,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-4ad740efa6ce91ebdc49""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-db3240a754a4f0cc1b95,adequacy,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-db3240a754a4f0cc1b95""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-3280840e02945516df84,adequate,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-3280840e02945516df84""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-ee44dcf4e7327fd686b6,adequately,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-ee44dcf4e7327fd686b6""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-c01fb4394e58c21d5942,adjective,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-c01fb4394e58c21d5942""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-a8695ab2eba26f553554,adjust,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-a8695ab2eba26f553554""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-0d8ec86f80e83f53213b,adjustment,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-0d8ec86f80e83f53213b""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-db28876203b12b88803d,administer,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-db28876203b12b88803d""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
cet4-w-03984bdffe6b68219b40,administrate,validated,draft,draft,not_started,cet4-draft-a01,"[""references/lexical.csv#cet4-w-03984bdffe6b68219b40""]",原创初稿通过结构检查；音标与义项须二次核对；构词尚未登记；长句已补逐段释义；真题与词频无语料。,2026-09-17
