word_id,spelling,source_roles,ecdict_cet4_tag,cet6_word_id,cet6_spelling,match_method,reuse_status,reason
cet4-w-a74d5aaf2d89f72b022e,accent,headword,true,6875ec8c-992a-4af5-90f5-6011c3d3603a,accent,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-fe986222f5116ea3b17e,accept,headword,true,48454765-83e1-47d5-b298-ad99af610529,accept,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6cd94ae4886768d442f2,acceptable,listed_related,true,0b3f60ec-610a-4196-a6f5-6bb74a2e01c9,acceptable,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-45d62199f67daa2d9ed8,acceptance,listed_related,true,34b6baa4-ec7f-4879-a91b-d60d32c20539,acceptance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6884dbea1171da92f87d,access,headword,true,3e02e135-28cd-4d89-8216-dd4fad2cafb2,access,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5caf0a3aa0c59b821237,accessible,listed_related,false,3c9140b3-d8c8-4dd7-8c73-7a1d9eb67d48,accessible,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-0f4159cadc2af6a38502,accident,headword,true,338f4c58-2a30-417a-b30e-0bd2295e1abf,accident,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-df7ac4809139e92350df,accidental,listed_related,true,5ff110be-679d-4d51-b6b3-38cda4fc53f1,accidental,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-1f2a401710d0596de35f,accommodate,headword,true,d6f3f60f-f49a-4e2a-915e-6e166894be5c,accommodate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-1edda9ffe6c8d05f5ef0,accommodation,listed_related,true,804c3bf7-f589-491f-9b3b-1e4c5e942c93,accommodation,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-7580e0daca7bf28654b8,accompany,headword,true,2d1746dd-ae68-432a-85e1-a609af5addff,accompany,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d740153e791bc21b4bd6,accomplish,headword,true,dd8cfba4-7a8b-4fb0-8833-b900e37c770b,accomplish,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e8eb86c966ce85884d0d,accomplishment,listed_related,false,3b68d00a-25cc-4e19-873e-367a70506783,accomplishment,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d74307e606e88ed5867e,accord,headword,true,91419fea-861e-4ab8-aae0-19725782dfe8,accord,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-26b19ca0db642361e9b8,accordance,headword,true,31293e9a-ef5e-471d-8aed-7d82a1d3e8a6,accordance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-593fc9aa437f4a7f8a46,according to,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4c4dbcf45110b86d739b,accordingly,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-502dc8470d46995e3b29,account,headword,true,24c369d5-b60f-4de3-a957-094cd8a0e455,account,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d3767c473ce4cee7c457,accountability,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-9f4e5df3b88f94a08810,accountable,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-fe4295e59378fe30b6a6,accountancy,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b70f4d52f626613ef678,accountant,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2a5ce4035df85fb684d5,accounting,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b5bb411c0158c87ffbb7,accumulate,headword,true,7c8756e1-76c7-4a8c-998d-823dc1009379,accumulate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-de298b2a0b4e2bf1363b,accumulation,listed_related,false,a2d91d13-1311-4d3d-b5f8-c7046636b9da,accumulation,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-df9f11ffa31110b2f2c1,accumulative,listed_related,false,21faaa63-3f16-4bff-ac65-0ba0856cc33b,accumulative,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-01f16ae66e034320cb43,accuracy,listed_related,true,cd2099cf-eadf-4fc6-9be2-5cd563b42135,accuracy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-7a7aa95ab6907ff16ef0,accurate,headword,true,fdc183be-6717-42b5-926e-23bcad735620,accurate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-0272a83810fd03a3dbf0,accusation,listed_related,false,a9598a3d-d26a-4f9d-8ff0-fe65c2c9dee1,accusation,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-f5ff766854c64e6a7f21,accuse,headword,true,4f2a0c06-5c46-416d-9982-c51addcc864a,accuse,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-44f596d480d72894a730,accustom,headword,true,6e2244a7-4cf9-4415-a9ad-6ca182491848,accustom,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5100359a7add5be3f74e,accustomed,listed_related,true,36d08331-7509-450f-98b5-ce1899459bb8,accustomed,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5e1e85c25cb975a5f639,ace,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-c423ac00896004d5e86c,ache,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3fdc7170836acb699c27,achieve,headword,true,c4033193-752c-48d9-88ed-3c9e34d8325e,achieve,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c0fd2ee8dcbbb3b36504,achievement,listed_related,true,51771213-9e10-4b3f-a7e6-4a49e4fa71b0,achievement,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6db3ca8c9f5f7f74501f,acid,headword,true,7e30a685-59a9-4b8c-ad0d-24cf7a90c008,acid,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-bfffcba4cb08b4f5422e,acidity,listed_related,false,395c1c0d-0d77-4f29-bf27-8e86bd9b40f4,acidity,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5e9f2bb803ec3bbd7f59,acknowledge,headword,true,78364e25-3eaf-4978-bbcc-ec12eb570772,acknowledge,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c2c4b9de3e51ca864c7d,acknowledgement,listed_related,false,8e01ef3c-cbe8-4330-bae1-7d4c9470e460,acknowledgement,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-029cb66143b2c6377b03,acquaint,headword,false,dcf7b0fe-d6ce-44e8-8a00-b0447c2c35e9,acquaint,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-ca462313c254fd6ecb87,acquaintance,listed_related,true,c9c4e14d-8521-40ec-b403-d7fee8bdceb1,acquaintance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-81853f95f10e012cafad,acquire,headword,true,46977c12-6e88-44d1-ba8d-7698dc22ef03,acquire,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-bdb4812be6fe730050b8,acquisition,listed_related,true,03ee27cc-1064-48e0-be81-4694fbf464f1,acquisition,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-71a91c5bc1d36cf51b9e,acre,headword,true,7fc45a1b-2613-4f3d-9b15-1b1b5ce03807,acre,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-479267915f30dce80612,across,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-dcc6b6de5d3f3f80ff02,act,headword,true,f6c6ec73-4848-4690-a4b6-c7be1e84aa13,act,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-12952370deeb322c92b6,acting,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b4e76965b5a7943279ac,action,listed_related,true,9892b3f2-1d29-4b3e-9b2c-39cab7d9a34e,action,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-560e8b954a1a6e8c9768,active,headword,true,f33b3449-2cf6-473b-b26f-048f79a209e2,active,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-fe4ad424f609f1c6e502,activist,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4ced4a567905ee623d9d,activity,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-45384c5a5727e65aeb71,actor,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-996e8063308235c5ef59,actress,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1585d72748c764fdc715,actual,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-35933c866d479febfd5d,actually,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3d98e5db5ab2fed7b3a1,acute,headword,true,bc606fd6-caee-4585-8d1f-9702ad916725,acute,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e7cddeac5a76bef5c4f9,ad,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-ce5ce25d8f0e7194cc10,adapt,headword,true,8f536cc2-d638-4e9a-9c7a-416b920d6343,adapt,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9ee5467ce2af9057e724,adaptation,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-39fd41b2a3a0a3778170,adaptive,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-9103ec43533f3656675e,add,headword,true,77fd5f3a-23ba-4209-9e07-5617eb760024,add,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-827192b236adae6222d6,addict,headword,false,c891015e-9943-4e63-8f28-5554b7f4b962,addict,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-375e71f085b055138a30,addiction,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-445db3c0e8ea30789839,addictive,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1f43ac46516340a2c567,addition,listed_related,true,b50dc97e-5fa6-4cf2-ab50-4c2e8b1953b4,addition,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-402de9743b898c93a5a7,additional,listed_related,true,cad8e612-f736-47fc-9a7c-f8f3f75891ed,additional,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-4ad740efa6ce91ebdc49,address,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-db3240a754a4f0cc1b95,adequacy,listed_related,false,0ea0efbd-bf3d-435f-8568-e84fd4aafa9e,adequacy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3280840e02945516df84,adequate,headword,true,06b7901b-8f99-4aa6-a83f-13861e87780a,adequate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-ee44dcf4e7327fd686b6,adequately,listed_related,false,369f6e97-8ce1-4681-95f5-950e0fbc7aec,adequately,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c01fb4394e58c21d5942,adjective,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-a8695ab2eba26f553554,adjust,headword,true,30c1758e-3529-4900-819e-7d04f25e6a18,adjust,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-0d8ec86f80e83f53213b,adjustment,listed_related,false,fcdd5ab8-3884-46c4-a5d0-477ac9cf7614,adjustment,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-db28876203b12b88803d,administer,headword,false,e7a379ec-f97c-4f32-8775-3710b49cbe84,administer,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-03984bdffe6b68219b40,administrate,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b94968e5eac90a8ffb83,administration,listed_related,true,8ca613a8-2bc4-4121-9f91-b27021f1a8b4,administration,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-01b85c6f210de37c958d,administrative,listed_related,false,2eb1cb67-bcd2-44ad-b33f-def2f0ad5913,administrative,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-7de8c50c6f946d536170,admirable,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-bef87b82e32c217096a0,admiration,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-29ee784062f13fd44f42,admire,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3d9d3f4d63716d89da4e,admission,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-7905547b4c80ee139e80,admit,headword,true,f2246f88-6183-4861-916e-1bc68f163c4b,admit,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5c470c33e99ab3fbe53a,admittance,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3b7e41309708613fda45,admittedly,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-e594ff5e95ec239dbedd,adopt,headword,true,ce309ae0-58b9-4528-b9ce-40918f8f8cef,adopt,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6173b818a073ca33d313,adoption,listed_related,false,0ea84361-029f-48ab-a754-93957b76212c,adoption,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-976ec6c3c634655b51ca,adult,headword,true,f59fcb5b-8765-4f56-8ec9-326e8b21179f,adult,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-afaba24a71230fb313cd,adulthood,listed_related,false,5b87832b-cfb9-4445-bd67-3af9d1a426a5,adulthood,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9a5bf6b697d3a4612ad8,advance,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-7d7b5cb0fd482530edf8,advanced,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-59ed917fcb3700668e3d,advancement,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2c156f3c4527e4e2edab,advantage,headword,true,b73da79b-8309-44e7-9f67-92beac400c22,advantage,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-979341795d0eb537a232,advantageous,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4175a16ea1d2763efce0,adventure,headword,true,853673d8-0d7d-4476-ab35-030e06366478,adventure,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a82e1cc5a628eaaf39a2,adventurer,listed_related,false,77b10f7f-7e92-468c-8fd2-8af35b26da4c,adventurer,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-01e950ac441cc4232030,adventurous,listed_related,false,d3e51621-5ae1-4fea-8717-ca3ee31cff8e,adventurous,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-cb23720950cec8a0717e,adverb,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2b53d6d596a94aab7358,advertise,headword,true,0b29638b-5869-4466-8371-597540ff1186,advertise,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-438d3f65382c41b03b15,advertisement,listed_related,true,973539aa-22d5-4c9c-b4b3-15c0fca5363b,advertisement,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-1018a0539949f94604bd,advertising,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-31464168a4e20e190caf,advice,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b14a7223a66a4be986cc,advisable,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-dfacdd38e988155c0bb9,advise,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-211094416f1ff22ea84a,advisor,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-d30b2492217a40d9bd08,advisory,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-368c2c88f345d91626d9,advocacy,listed_related,false,8b25657b-db43-4236-9194-95d9f9302836,advocacy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d95035938f8c5b5efc85,advocate,headword,true,c0f57f2c-eab1-4e4a-aba6-a6d3c20068b1,advocate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-7daf933ef1e7c44bbc39,aerial,headword,false,422f4870-66c2-44fd-80c0-72d6e38e6ea7,aerial,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3411c399a443eb0c2c39,affair,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-be633f3beaca7dbb4b35,affect,headword,true,9005d805-e7c7-4cee-92b3-840f01f20bdf,affect,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2b0394fab5af21678a68,affection,headword,true,2b17ac60-4713-4dd1-b9e3-be5e56861555,affection,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9b7a6510e8e95a50590a,affectionate,listed_related,false,f0770246-79ae-45a5-a852-c205fd5c468c,affectionate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c9d31b7c1301fec90168,affluence,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2799d885f6e074f1938f,affluent,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-607185ce10e7e8f817dc,afford,headword,true,8fde3948-05fc-416c-b525-13c5646b69b3,afford,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-afa4f241b338911cf139,affordability,listed_related,false,5b678798-60b9-49f6-a09e-0475a3e7efe9,affordability,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-266baf20928a5f822bdb,affordable,listed_related,false,2b4d9d9d-052b-4ce3-9035-9775a394c2ea,affordable,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-bcc73171d7284ddbed21,afraid,headword,false,13fe094c-76c2-418c-b6e5-93070134ffbd,afraid,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6ad0b2b05252086404a8,after,headword,false,28df639c-129e-4871-bb62-2530cc437eac,after,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-fbd9414580850975bc60,afternoon,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-87da8d1254b2b8adff0f,afterward,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-a5a7f55370c1ccdf1a9c,again,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-dd9ddbde077c248d2ad9,against,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0ca0b488abbadcf6d000,age,headword,false,49d05b22-2649-4206-bec0-fc5bfb91edc2,age,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3b16e43a39094468b1ab,aged,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-8ac5f01ee2a3a56cb08c,agency,listed_related,true,b8526bf0-228f-40ae-9d75-2a05518596aa,agency,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9a29847f7a9d8a0025aa,agenda,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-e095d12bbceea91468be,agent,headword,true,80f6abe4-dcf5-432b-9d21-1c8ebd19ccf4,agent,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-ac7028003b190af110ef,aggression,listed_related,false,017e3ba9-61ed-47d8-a841-166317279de0,aggression,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e18276e410584ed9a4b1,aggressive,headword,true,2ac53730-7a00-4b79-8da5-b800662f7aad,aggressive,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2951fba0d3bc5f2b9808,aging,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-23d56d7973abcce39362,ago,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-224bd7f9b49f95bb44ce,agree,headword,false,0c5405e2-d05b-4c8b-911a-e455ada9c952,agree,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-53f07797255530c3b3b6,agreeable,listed_related,false,229a4439-4cbd-4a9b-9b12-fa0306f0d9cc,agreeable,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d838b6d9a7780a95dbe5,agreement,listed_related,false,073c6ba9-64b0-4681-85f6-5afdc2574e42,agreement,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
